,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,成交额(万),总市值(万),流通市值(万),所在地域,所属行业,上市日期
41,002199.SZ,东晶电子,8.37,0.76,9.99,155498.0,13.4,8.37,7.35,7.6,7.61,1.75,6.39,-36.58,5.78,12421.6,203761.26,203761.26,浙江,元器件,20071221
42,603788.SH,宁波高发,12.45,1.13,9.98,158579.0,9.54,12.45,11.37,11.38,11.32,10.96,7.11,24.18,1.48,19390.4,277716.01,277716.01,浙江,汽车配件,20150120
43,002162.SZ,悦心健康,4.52,0.41,9.98,550173.0,10.71,4.52,4.08,4.1,4.11,2.17,5.94,-136.45,4.19,24508.15,418778.0,418637.23,上海,陶瓷,20070823
44,002585.SZ,双星新材,11.36,1.03,9.97,102946.0,0.0,11.36,11.36,11.36,10.33,0.29,1.17,1327.16,1.38,11694.66,1313531.9,1003569.05,江苏,塑料,20110602
45,002848.SZ,高斯贝尔,10.81,0.98,9.97,114202.0,8.14,10.81,10.01,10.02,9.83,0.87,7.08,-22.49,8.98,12213.53,180689.15,174318.22,湖南,家用电器,20170213
46,002590.SZ,万安科技,10.15,0.92,9.97,316469.0,10.08,10.15,9.22,9.22,9.23,5.72,6.95,1144.81,2.53,30960.24,486841.63,462386.94,浙江,汽车配件,20110610
47,002765.SZ,蓝黛科技,7.96,0.72,9.94,752650.0,8.43,7.96,7.35,7.45,7.24,5.29,17.64,42.04,1.87,58868.28,522465.02,339723.29,重庆,元器件,20150612
48,002786.SZ,银宝山新,6.53,0.59,9.93,415509.0,10.61,6.53,5.9,5.94,5.94,3.28,8.41,-16.13,16.84,26498.09,323634.64,322655.14,深圳,专用机械,20151223
49,300667.SZ,必创科技,20.76,1.84,9.73,245771.0,14.75,22.22,19.43,19.5,18.92,6.31,15.09,73.33,3.43,50916.22,420704.28,338079.97,北京,电器仪表,20170619
50,002411.SZ,必康退,0.8,0.07,9.59,556866.0,10.96,0.8,0.72,0.72,0.73,1.14,3.63,-2.06,0.22,4251.64,122582.71,122581.15,,,20100525
51,688501.SH,青达环保,26.5,2.15,8.83,41924.0,9.73,26.6,24.23,24.58,24.35,2.86,6.8,597.25,3.17,10722.35,250875.5,163439.15,山东,环境保护,20210716
52,002751.SZ,易尚退,1.13,0.09,8.65,173999.0,11.54,1.14,1.02,1.06,1.04,2.25,13.38,-1.42,0.3,1899.86,17461.85,14692.83,,,20150424
53,603998.SH,方盛制药,13.03,1.03,8.58,240690.0,11.58,13.06,11.67,12.1,12.0,2.95,5.6,22.49,4.27,29987.89,573907.81,559546.93,湖南,中成药,20141205
54,600215.SH,派斯林,9.27,0.73,8.55,853471.0,9.13,9.39,8.61,8.7,8.54,2.86,18.35,23.2,2.54,76583.59,431085.48,431085.48,吉林,专用机械,19990909
55,300975.SZ,商络电子,7.45,0.56,8.13,435054.0,17.56,7.89,6.68,6.86,6.89,5.0,13.44,57.99,2.79,31782.68,469350.11,241152.14,江苏,元器件,20210421
56,300117.SZ,嘉寓股份,3.1,0.23,8.01,462982.0,19.51,3.44,2.88,2.89,2.87,4.37,6.46,104.3,71.84,14568.87,222195.6,222195.6,北京,电气设备,20100902
57,000606.SZ,顺利退,0.27,0.02,8.0,315115.0,12.0,0.28,0.25,0.26,0.25,0.99,4.11,-7.42,4.13,850.18,20676.58,20676.58,,,19961004
58,300313.SZ,*ST天山,5.01,0.37,7.97,81457.0,14.01,5.29,4.64,4.64,4.64,5.19,4.42,-97.61,19.54,4096.99,156801.68,92294.96,新疆,农业综合,20120425
59,300161.SZ,华中数控,58.8,4.15,7.59,129669.0,11.11,59.07,53.0,54.64,54.65,1.01,7.69,-75.78,7.27,73317.46,1168337.81,991395.61,湖北,机床制造,20110113
60,301086.SZ,鸿富瀚,50.12,3.51,7.53,41173.0,9.93,51.49,46.86,46.86,46.61,5.34,12.67,31.59,2.45,20379.28,451080.0,162873.71,深圳,元器件,20211020
61,688004.SH,博汇科技,42.94,2.92,7.3,89005.0,10.37,43.38,39.23,40.23,40.02,2.77,15.67,-237.2,3.42,37032.73,243899.2,243899.2,北京,软件服务,20200612
62,002935.SZ,天奥电子,21.59,1.43,7.09,236248.0,10.76,22.18,20.01,20.28,20.16,4.92,6.98,-177.75,5.31,50457.8,771727.54,730360.32,四川,航空,20180903
63,600592.SH,龙溪股份,10.35,0.67,6.92,589924.0,10.33,10.55,9.55,9.87,9.68,5.56,14.76,15.05,1.8,58841.77,413537.95,413537.95,福建,机械基件,20020805
64,600509.SH,天富能源,8.21,0.53,6.9,1142947.0,9.9,8.45,7.69,7.7,7.68,3.41,9.93,18.52,1.62,95187.06,945311.73,945311.73,新疆,火力发电,20020228
65,600103.SH,青山纸业,3.11,0.2,6.87,3137905.0,12.71,3.2,2.83,2.89,2.91,1.64,13.61,30.07,1.83,97053.18,717109.34,717109.34,福建,造纸,19970703
66,000639.SZ,西王食品,4.54,0.29,6.82,251298.0,11.53,4.68,4.19,4.22,4.25,5.54,2.33,-29.0,1.5,11308.35,490060.36,490059.75,山东,食品,19961126
67,301376.SZ,N致欧,26.34,1.68,6.81,220607.0,13.54,29.05,25.71,28.2,24.66,,65.94,30.26,3.8,59439.3,1057551.0,88122.28,河南,家居用品,20230621
68,603966.SH,法兰泰克,13.14,0.83,6.74,206604.0,10.8,13.54,12.21,12.57,12.31,6.34,6.88,41.93,2.78,26899.52,394631.18,394631.18,江苏,工程机械,20170125
69,300816.SZ,艾可蓝,29.54,1.85,6.68,71243.0,11.74,30.62,27.37,27.6,27.69,3.43,15.0,70.88,2.94,20909.67,236831.04,140278.45,安徽,环境保护,20200210
70,301387.SZ,光大同创,50.84,3.18,6.67,61468.0,12.61,54.31,48.3,48.3,47.66,3.65,36.89,38.01,2.45,31235.99,386384.0,84715.8,深圳,元器件,20230418
71,300201.SZ,海伦哲,3.85,0.24,6.65,412487.0,7.76,3.9,3.62,3.62,3.61,1.49,3.98,45.52,2.9,15705.08,400754.78,399032.26,江苏,工程机械,20110407
72,301133.SZ,金钟股份,27.56,1.71,6.62,95966.0,6.62,27.6,25.89,26.07,25.85,1.64,31.2,41.58,3.52,25716.33,292402.27,84777.06,广东,汽车配件,20211126
73,300010.SZ,*ST豆神,2.58,0.16,6.61,386026.0,7.85,2.6,2.41,2.42,2.42,2.03,4.77,-10.45,-3.19,9821.43,224027.76,208685.33,北京,软件服务,20091030
74,300916.SZ,朗特智能,50.52,3.13,6.6,58223.0,8.04,50.65,46.84,47.9,47.39,2.57,21.22,667.97,4.38,28588.38,484006.86,138637.84,深圳,元器件,20201202
75,300100.SZ,双林股份,8.67,0.53,6.51,338942.0,9.58,8.88,8.1,8.14,8.14,2.74,8.76,20.64,1.62,29176.23,348663.87,335583.52,浙江,汽车服务,20100806
76,600987.SH,航民股份,7.47,0.45,6.41,158706.0,9.4,7.65,6.99,7.0,7.02,3.02,1.51,15.88,1.4,11700.14,784961.69,784961.69,浙江,纺织,20040809
77,600310.SH,桂东电力,4.68,0.28,6.36,2018217.0,10.68,4.82,4.35,4.36,4.4,2.17,16.61,51.33,2.2,93786.82,685952.62,568774.44,广西,水力发电,20010228
78,301060.SZ,兰卫医学,18.13,1.08,6.33,241834.0,10.38,18.77,17.0,17.07,17.05,3.8,13.51,84.78,3.7,43651.68,726137.32,324462.52,上海,医疗保健,20210913
79,603565.SH,中谷物流,10.85,0.63,6.16,256224.0,10.37,11.24,10.18,10.22,10.22,2.84,3.99,9.33,2.38,27835.2,2278568.47,697612.71,上海,仓储物流,20200925
80,688659.SH,元琛科技,16.1,0.92,6.06,200477.0,10.34,17.38,15.81,15.9,15.18,1.78,22.79,203.35,3.98,32992.12,257600.0,141626.68,安徽,环境保护,20210331
81,300057.SZ,万顺新材,7.03,0.4,6.03,389596.0,7.09,7.14,6.67,6.7,6.63,3.42,5.31,-329.24,1.17,27168.94,639630.7,515751.69,广东,铝,20100226
82,300706.SZ,阿石创,26.19,1.49,6.03,148182.0,13.85,28.22,24.8,24.8,24.7,7.32,13.33,-329.15,5.43,39417.63,400320.69,291175.18,福建,元器件,20170926
83,000837.SZ,秦川机床,15.1,0.85,5.96,1207280.0,8.84,15.66,14.4,14.8,14.25,2.27,17.41,58.44,3.81,180673.98,1358050.07,1046857.57,陕西,机床制造,19980928
84,603666.SH,亿嘉和,46.96,2.59,5.84,177843.0,8.18,47.0,43.37,44.37,44.37,3.07,8.63,214.72,4.07,80305.51,976489.53,967770.09,江苏,专用机械,20180612
85,603489.SH,DR八方股,65.66,3.58,5.77,54912.0,5.62,68.29,64.8,68.28,62.08,7.1,3.27,59.3,4.14,36463.35,1104781.89,1102952.05,江苏,电气设备,20191111
86,300522.SZ,世名科技,13.46,0.73,5.73,123517.0,9.82,13.85,12.6,12.7,12.73,2.25,5.66,96.7,5.54,16472.21,436331.11,293958.66,江苏,染料涂料,20160705
87,603779.SH,威龙股份,13.56,0.73,5.69,595992.0,9.43,14.11,12.9,13.0,12.83,1.09,17.91,-63.6,6.6,81809.04,451207.85,451207.85,山东,红黄酒,20160516
88,603773.SH,沃格光电,28.74,1.54,5.66,101649.0,8.79,29.3,26.91,27.0,27.2,1.12,6.5,1156.56,3.58,28818.1,491978.69,449442.49,江西,元器件,20180417
89,002151.SZ,北斗星通,39.24,2.1,5.65,724462.0,6.92,40.37,37.8,37.8,37.14,3.71,18.57,249.36,4.61,281852.24,2012167.39,1530842.99,北京,通信设备,20070813
90,301169.SZ,零点有数,54.96,2.93,5.63,49610.0,12.38,56.6,50.16,52.0,52.03,1.75,17.64,-88.21,6.18,26523.43,397029.8,154559.22,北京,文教休闲,20211103
91,688800.SH,瑞可达,59.6,3.17,5.62,83377.0,9.5,61.86,56.5,56.5,56.43,3.03,7.82,57.56,5.04,50170.42,944182.44,635270.88,江苏,元器件,20210722
92,603353.SH,和顺石油,18.3,0.97,5.6,47540.0,8.77,18.78,17.26,17.36,17.33,1.25,2.74,64.95,1.92,8601.51,317311.02,317311.02,湖南,石油贸易,20200407
93,301062.SZ,上海艾录,10.19,0.54,5.6,159624.0,9.95,10.57,9.61,9.78,9.65,5.22,6.67,145.42,3.73,16386.3,407999.24,243864.7,上海,广告包装,20210914
94,300985.SZ,致远新能,26.32,1.39,5.58,54425.0,10.15,27.08,24.55,24.8,24.93,2.74,14.98,-24.65,3.0,14104.6,350933.51,95629.51,吉林,汽车配件,20210429
95,603286.SH,日盈电子,20.05,1.02,5.36,195752.0,12.35,20.9,18.55,18.74,19.03,1.9,22.23,150.28,3.82,38804.98,176592.38,176592.38,江苏,汽车配件,20170627
96,002315.SZ,焦点科技,45.58,2.3,5.31,562988.0,11.58,47.61,42.6,44.75,43.28,2.0,28.92,73.01,7.03,258911.71,1418892.62,887428.1,江苏,互联网,20091209
97,301030.SZ,仕净科技,64.51,3.22,5.25,75857.0,10.56,66.52,60.05,60.98,61.29,1.07,7.24,64.89,5.78,48092.98,926664.36,675609.58,江苏,环境保护,20210722
98,300266.SZ,兴源环境,3.24,0.16,5.19,427900.0,8.12,3.3,3.05,3.08,3.08,2.69,2.75,-15.83,4.09,13582.46,503433.57,503423.07,浙江,环境保护,20110927
99,002959.SZ,小熊电器,90.98,4.44,5.13,28862.0,8.63,93.5,86.03,87.37,86.54,1.19,1.85,21.59,6.12,26144.95,1423897.37,1422638.89,广东,家用电器,20190823
100,002519.SZ,银河电子,6.36,0.31,5.12,1225334.0,7.93,6.48,6.0,6.03,6.05,2.88,10.98,28.52,2.35,77232.44,716410.05,709847.47,江苏,通信设备,20101207
101,002015.SZ,协鑫能科,13.77,0.67,5.11,847415.0,6.64,14.08,13.21,13.37,13.1,2.14,5.22,17.18,2.18,116099.63,2235317.99,2235317.99,江苏,新型电力,20040708
102,600589.SH,*ST榕泰,2.9,0.14,5.07,285286.0,4.71,2.9,2.77,2.84,2.76,0.86,4.05,-12.33,-2.86,8153.49,204169.65,204169.65,广东,软件服务,20010612
103,301150.SZ,中一科技,61.05,2.94,5.06,19200.0,10.48,64.64,58.55,58.55,58.11,5.2,3.67,34.5,1.6,11892.43,616731.75,319251.13,湖北,电气设备,20220421
104,300681.SZ,英搏尔,21.9,1.05,5.04,104302.0,5.76,21.95,20.75,20.78,20.85,1.68,6.04,-176.01,3.19,22432.79,552090.24,378400.39,广东,汽车配件,20170725
105,002703.SZ,浙江世宝,9.81,0.47,5.03,799820.0,11.24,10.2,9.15,9.34,9.34,0.98,14.46,213.51,5.53,77311.72,774641.39,542552.18,浙江,汽车配件,20121102
106,002586.SZ,*ST围海,2.93,0.14,5.02,40099.0,5.38,2.93,2.78,2.78,2.79,0.47,0.45,-69.9,0.88,1158.67,335257.55,261939.32,浙江,建筑工程,20110602
107,002289.SZ,ST宇顺,6.28,0.3,5.02,31570.0,6.52,6.28,5.89,5.97,5.98,0.88,1.19,-53.89,7.38,1938.79,175999.34,165917.12,深圳,元器件,20090903
108,601177.SH,杭齿前进,11.73,0.56,5.01,303024.0,9.22,12.29,11.26,11.33,11.17,3.76,7.57,17.89,2.15,36084.29,469270.38,469270.38,浙江,机械基件,20101011
109,002808.SZ,ST恒久,6.72,0.32,5.0,206986.0,4.69,6.72,6.42,6.46,6.4,1.27,12.06,-160.04,4.67,13724.94,180633.6,115304.85,江苏,元器件,20160812
110,600237.SH,铜峰电子,7.6,0.36,4.97,481069.0,7.46,7.8,7.26,7.28,7.24,3.3,8.52,48.09,3.44,36342.81,428920.87,428920.87,安徽,元器件,20000609
111,603603.SH,*ST博天,3.17,0.15,4.97,168674.0,7.62,3.17,2.94,2.99,3.02,1.74,2.06,74.32,1.82,5205.97,307013.17,259161.04,北京,环境保护,20170217
112,603220.SH,中贝通信,15.43,0.73,4.97,327660.0,10.14,16.17,14.68,14.78,14.7,5.62,9.82,56.77,2.92,51383.84,519016.71,515087.22,湖北,通信设备,20181115
113,600112.SH,ST天成,2.75,0.13,4.96,64422.0,8.02,2.75,2.54,2.62,2.62,1.67,1.27,-13.4,20.32,1744.12,140031.33,140031.33,贵州,电气设备,19971127
114,002742.SZ,ST三圣,3.61,0.17,4.94,49519.0,4.94,3.61,3.44,3.46,3.44,1.01,1.2,-11.33,2.04,1765.77,155952.0,148818.3,重庆,其他建材,20150217
115,603266.SH,天龙股份,14.27,0.67,4.93,78740.0,7.72,14.49,13.44,13.68,13.6,3.9,3.96,24.68,2.11,11075.84,283811.39,283811.39,浙江,汽车配件,20170110
116,603959.SH,百利科技,10.88,0.51,4.92,293978.0,8.39,11.18,10.31,10.37,10.37,2.93,6.0,19.15,7.32,31739.74,533445.3,533445.3,湖南,建筑工程,20160517
117,000615.SZ,*ST美谷,3.65,0.17,4.89,266031.0,4.6,3.65,3.49,3.5,3.48,0.53,3.49,-30.94,-15.26,9558.93,278487.6,277963.75,湖北,医疗保健,19961016
118,688115.SH,思林杰,36.6,1.7,4.87,28381.0,11.43,37.73,33.74,34.98,34.9,3.49,9.62,-59.66,1.89,10285.7,244012.2,107958.8,广东,电器仪表,20220314
119,300025.SZ,华星创业,14.23,0.66,4.86,364441.0,8.11,14.71,13.61,13.71,13.57,1.75,8.5,-322.85,10.67,51717.93,716694.75,609798.99,浙江,通信设备,20091030
120,301205.SZ,联特科技,282.0,13.01,4.84,60263.0,14.42,302.8,264.0,281.0,268.99,1.1,33.44,191.89,14.3,170330.54,2032656.0,508164.0,湖北,通信设备,20220913
121,600326.SH,西藏天路,6.53,0.3,4.82,598330.0,10.11,6.78,6.15,6.25,6.23,0.98,6.51,-17.78,1.62,38913.74,601339.28,599819.09,西藏,水泥,20010116
122,605289.SH,罗曼股份,37.16,1.7,4.79,62617.0,8.09,37.7,34.83,35.44,35.46,0.91,12.37,80.74,3.2,22948.1,407933.19,188066.76,上海,建筑工程,20210426
123,002209.SZ,达 意 隆,9.91,0.45,4.76,229047.0,10.36,10.39,9.41,9.43,9.46,6.66,14.82,-49.45,3.32,22751.08,193486.85,153133.37,广东,轻工机械,20080130
124,605128.SH,上海沿浦,43.0,1.95,4.75,45412.0,10.21,45.0,40.81,41.1,41.05,1.51,10.89,77.04,3.22,19466.17,344000.0,179353.0,上海,汽车配件,20200915
125,002229.SZ,鸿博股份,37.05,1.68,4.75,1010402.0,8.31,38.75,35.81,36.3,35.37,1.16,20.49,-252.91,11.66,375421.33,1846365.49,1827173.74,福建,广告包装,20080508
126,300580.SZ,贝斯特,26.78,1.21,4.73,154324.0,7.43,27.5,25.6,25.6,25.57,2.24,5.52,37.55,3.9,40837.41,803467.12,749305.41,江苏,汽车配件,20170111
127,301217.SZ,铜冠铜箔,13.09,0.59,4.72,161120.0,7.68,13.59,12.63,12.65,12.5,5.9,7.04,104.55,1.94,21281.06,1085181.35,299781.35,安徽,元器件,20220127
128,688391.SH,钜泉科技,71.22,3.19,4.69,22006.0,10.88,72.6,65.2,67.88,68.03,2.81,11.9,43.07,3.06,15332.52,594829.44,131747.39,上海,半导体,20220913
129,603693.SH,江苏新能,14.1,0.63,4.68,155123.0,6.53,14.25,13.37,13.4,13.47,3.51,1.93,17.81,2.01,21574.27,1256980.99,1132794.0,江苏,新型电力,20180703
130,002021.SZ,*ST中捷,2.1,0.09,4.48,176171.0,5.47,2.1,1.99,2.01,2.01,1.27,2.56,401.19,-4.88,3627.76,144441.16,144436.43,浙江,纺织机械,20040715
131,300686.SZ,智动力,12.2,0.52,4.45,281828.0,9.16,12.57,11.5,11.53,11.68,1.75,14.2,-18.05,2.38,34296.78,324061.57,242173.52,深圳,元器件,20170804
132,600032.SH,浙江新能,12.7,0.54,4.44,257004.0,8.96,13.25,12.16,12.16,12.16,2.7,12.36,63.08,2.6,32669.9,3053937.66,264160.0,浙江,新型电力,20210525
133,300089.SZ,文化退,0.24,0.01,4.35,414098.0,8.7,0.24,0.22,0.22,0.23,0.78,10.21,-1.4,-0.27,950.76,11545.36,9735.03,,,20100625
134,603988.SH,中电电机,11.05,0.46,4.34,249846.0,8.78,11.56,10.63,10.8,10.59,11.14,10.62,181.76,4.05,27572.51,259896.0,259896.0,江苏,电气设备,20141104
135,600117.SH,*ST西钢,3.15,0.13,4.3,264292.0,2.65,3.17,3.09,3.17,3.02,3.97,2.53,-3.34,-2.99,8329.93,329212.25,329212.25,青海,特种钢,19971015
136,301099.SZ,雅创电子,53.58,2.19,4.26,43368.0,9.01,54.21,49.58,51.68,51.39,2.47,15.0,100.46,4.52,22776.6,428640.0,154899.78,上海,元器件,20211122
137,688679.SH,通源环境,14.69,0.59,4.18,19683.0,6.03,14.79,13.94,14.08,14.1,1.9,3.3,-767.43,1.76,2858.1,193452.13,87684.13,安徽,环境保护,20201225
138,688282.SH,理工导航,56.91,2.28,4.17,19783.0,6.96,57.46,53.66,54.58,54.63,1.71,5.55,114.03,3.39,11080.3,500808.0,202827.24,北京,通信设备,20220318
139,300336.SZ,新文退,0.25,0.01,4.17,394429.0,12.5,0.26,0.23,0.24,0.24,1.37,5.34,-4.86,3.42,977.2,20155.75,18453.26,,,20120710
140,300943.SZ,春晖智控,16.52,0.66,4.16,153259.0,7.76,16.68,15.45,15.79,15.86,2.45,15.53,23.32,3.69,24841.21,336710.64,163071.95,浙江,机械基件,20210210
141,688426.SH,康为世纪,28.5,1.12,4.09,32696.0,8.07,29.28,27.07,27.38,27.38,2.92,13.02,200.43,1.83,9342.67,319848.57,71596.3,江苏,生物制药,20221025
142,002476.SZ,宝莫股份,4.36,0.17,4.06,195227.0,9.79,4.56,4.15,4.2,4.19,2.79,3.19,-170.0,3.08,8580.04,266832.0,266810.61,山东,化工原料,20100915
143,688392.SH,骄成超声,97.49,3.77,4.02,27074.0,9.08,104.51,96.0,96.0,93.72,2.13,10.6,90.97,6.57,27109.21,1119185.2,249048.09,上海,专用机械,20220927
