,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,成交额(万),总市值(万),流通市值(万),所在地域,所属行业,上市日期
87,002957.SZ,科瑞技术,20.27,1.51,8.05,227037.0,9.01,20.5,18.81,18.98,18.76,2.79,5.53,70.18,3.07,45147.9,832614.92,832601.24,深圳,专用机械,20190726
88,600301.SH,华锡有色,17.95,1.33,8.0,81615.0,9.09,18.1,16.59,16.61,16.62,2.02,5.1,37.65,4.36,14380.33,1135458.62,287020.65,广西,小金属,20000712
89,301368.SZ,丰立智能,69.19,5.11,7.97,193880.0,12.91,72.35,64.08,64.2,64.08,1.6,64.41,259.15,8.71,131990.87,830971.9,208261.58,浙江,机械基件,20221215
90,002548.SZ,金新农,7.66,0.56,7.89,770794.0,7.75,7.7,7.15,7.24,7.1,1.72,11.55,-15.58,3.1,57970.2,617483.84,511159.6,深圳,饲料,20110218
91,301312.SZ,智立方,106.16,7.68,7.8,32184.0,10.77,106.43,95.82,98.48,98.48,1.33,20.96,57.82,5.97,32714.21,664313.64,162993.15,深圳,专用机械,20220711
92,000656.SZ,金科股份,1.11,0.08,7.77,5696531.0,9.71,1.12,1.02,1.03,1.03,0.89,10.73,-5.02,0.49,62061.03,592708.46,589476.76,重庆,全国地产,19961128
93,300553.SZ,集智股份,56.78,4.0,7.58,38964.0,10.34,57.97,52.51,52.78,52.78,3.11,7.27,122.7,6.74,21471.69,460599.36,304133.84,浙江,电器仪表,20161021
94,300130.SZ,新国都,28.33,1.98,7.51,355780.0,11.57,28.48,25.43,26.01,26.35,1.22,9.42,27.32,4.88,97079.1,1449835.17,1070475.42,深圳,IT设备,20101019
95,688458.SH,美芯晟,96.17,6.72,7.51,20431.0,10.12,98.5,89.45,89.85,89.45,2.99,11.32,-426.24,3.76,19421.77,769456.17,173570.66,北京,半导体,20230522
96,688443.SH,智翔金泰-U,30.91,2.15,7.48,109800.0,7.37,30.97,28.85,28.94,28.76,0.97,13.27,-14.1,3.53,33122.7,1133407.88,255833.07,重庆,生物制药,20230620
97,002112.SZ,三变科技,12.88,0.89,7.42,670943.0,10.76,13.19,11.9,11.99,11.99,1.8,26.08,125.93,7.35,85574.58,337559.04,331314.41,浙江,电气设备,20070208
98,002772.SZ,众兴菌业,11.3,0.78,7.41,270124.0,8.27,11.38,10.51,10.51,10.52,3.75,6.96,5.6,1.32,29804.09,444014.06,438833.05,甘肃,种植业,20150626
99,300626.SZ,华瑞股份,10.37,0.71,7.35,225393.0,12.63,10.78,9.56,9.7,9.66,3.61,12.71,4249.59,3.05,23029.72,186660.0,183861.66,浙江,电气设备,20170320
100,688157.SH,松井股份,52.6,3.6,7.35,19127.0,11.02,54.5,49.1,49.1,49.0,2.94,3.31,484.17,4.78,9995.66,587733.92,304308.28,湖南,染料涂料,20200609
101,000570.SZ,苏常柴Ａ,5.57,0.38,7.32,502591.0,9.83,5.7,5.19,5.24,5.19,8.23,10.07,41.06,1.16,27792.32,393070.73,277873.0,江苏,农用机械,19940701
102,300343.SZ,联创股份,7.08,0.48,7.27,404867.0,7.88,7.09,6.57,6.57,6.6,2.85,3.8,214.95,4.52,28031.7,806743.05,754883.33,山东,化工原料,20120801
103,688550.SH,瑞联新材,39.6,2.66,7.2,100869.0,13.18,41.88,37.01,37.5,36.94,2.19,9.92,96.82,1.9,40008.08,544543.34,402795.39,陕西,化工原料,20200902
104,300548.SZ,博创科技,34.45,2.29,7.12,341766.0,10.67,34.88,31.45,31.7,32.16,1.07,15.73,62.11,5.44,115215.79,909475.33,748385.06,浙江,通信设备,20161012
105,603283.SH,赛腾股份,44.5,2.95,7.1,66226.0,8.11,45.0,41.63,41.76,41.55,1.92,3.64,29.22,5.11,28836.57,848769.18,808656.88,江苏,专用机械,20171225
106,688288.SH,鸿泉物联,25.42,1.67,7.03,16878.0,9.01,25.69,23.55,23.75,23.75,1.66,1.68,-59.11,3.2,4215.01,255074.24,255074.24,浙江,IT设备,20191106
107,301358.SZ,湖南裕能,44.01,2.87,6.98,109348.0,7.27,44.99,42.0,42.0,41.14,4.77,8.78,29.64,3.34,48125.52,3332670.76,548209.3,湖南,电气设备,20230209
108,301079.SZ,邵阳液压,21.32,1.39,6.97,75207.0,11.69,22.09,19.76,19.93,19.93,4.33,12.89,68.7,4.79,15829.41,235297.29,124439.57,湖南,机械基件,20211019
109,688116.SH,天奈科技,45.75,2.98,6.97,103335.0,10.85,47.59,42.95,43.0,42.77,3.0,4.44,66.94,4.53,47164.12,1063783.96,1063783.96,江苏,化工原料,20190925
110,600580.SH,卧龙电驱,14.61,0.95,6.95,948220.0,8.71,14.86,13.67,13.71,13.66,1.9,7.25,18.59,2.07,134339.36,1915905.91,1911413.34,浙江,电气设备,20020606
111,301090.SZ,华润材料,12.62,0.82,6.95,236713.0,7.71,12.65,11.74,11.8,11.8,2.95,10.67,28.56,2.64,29138.45,1875784.87,280044.09,江苏,化工原料,20211026
112,300429.SZ,强力新材,10.02,0.65,6.94,195853.0,8.32,10.1,9.32,9.4,9.37,3.13,5.21,-1178.7,3.0,19343.13,516291.57,376466.78,江苏,化工原料,20150324
113,601208.SH,东材科技,12.7,0.82,6.9,260991.0,8.5,12.75,11.74,11.92,11.88,2.06,2.94,41.24,2.92,32364.58,1165492.48,1128294.18,四川,化工原料,20110520
114,301205.SZ,联特科技,182.77,11.77,6.88,109364.0,18.16,191.15,160.09,164.99,171.0,2.05,33.72,223.86,16.68,189694.46,2371331.09,592832.77,湖北,通信设备,20220913
115,000936.SZ,华西股份,13.9,0.89,6.84,2703897.0,10.76,14.31,12.91,13.01,13.01,1.2,30.53,138.86,2.44,371708.0,1231557.91,1231223.27,江苏,化纤,19990810
116,688636.SH,智明达,55.0,3.51,6.82,37325.0,12.27,56.65,50.33,51.49,51.49,2.24,8.35,-791.98,4.23,20348.05,413833.73,245725.44,四川,元器件,20210408
117,300686.SZ,智动力,12.88,0.82,6.8,264369.0,11.69,13.24,11.83,11.85,12.06,1.28,13.32,-19.05,2.51,33407.62,342124.02,255671.72,深圳,元器件,20170804
118,301287.SZ,康力源,42.23,2.65,6.7,48639.0,7.5,42.41,39.44,39.6,39.58,2.23,29.18,33.26,2.8,20010.48,281547.41,70397.41,江苏,文教休闲,20230614
119,603767.SH,中马传动,15.46,0.97,6.69,661561.0,8.83,15.94,14.66,15.0,14.49,2.1,21.52,147.95,3.44,101110.79,475309.97,475309.97,浙江,汽车配件,20170613
120,688280.SH,精进电动-UW,9.09,0.57,6.69,93645.0,7.51,9.16,8.52,8.55,8.52,3.76,2.06,-11.02,3.66,8354.98,536511.5,413807.16,北京,汽车配件,20211027
121,301269.SZ,华大九天,122.84,7.68,6.67,39997.0,7.91,122.99,113.88,114.41,115.16,1.85,5.09,788.5,14.53,48060.51,6669496.68,965633.48,北京,半导体,20220729
122,002634.SZ,棒杰股份,8.34,0.52,6.65,189846.0,10.1,8.6,7.81,7.81,7.82,2.41,5.13,251.08,4.15,15780.07,383100.0,308868.41,浙江,服饰,20111205
123,603888.SH,新华网,32.82,2.03,6.59,244402.0,10.36,33.39,30.2,30.85,30.79,1.13,4.71,164.95,5.16,78649.87,1703454.36,1703454.36,北京,互联网,20161028
124,300699.SZ,光威复材,30.85,1.9,6.56,215451.0,9.6,31.64,28.86,28.95,28.95,3.82,2.64,37.4,5.46,66056.61,2564720.92,2522165.37,山东,化纤,20170901
125,002843.SZ,泰嘉股份,20.96,1.29,6.56,153938.0,9.76,21.3,19.38,19.51,19.67,1.64,7.27,30.5,5.85,31448.03,448657.18,443674.21,湖南,钢加工,20170120
126,688311.SH,盟升电子,69.94,4.25,6.47,21956.0,10.08,71.71,65.09,65.09,65.69,2.13,3.27,-103.22,4.69,15238.86,804645.71,469475.61,四川,元器件,20200731
127,600987.SH,航民股份,8.23,0.5,6.47,179028.0,7.89,8.36,7.75,7.75,7.73,1.68,1.7,17.49,1.54,14568.38,864823.92,864823.92,浙江,纺织,20040809
128,301190.SZ,善水科技,18.79,1.14,6.46,44015.0,7.93,18.96,17.56,17.59,17.65,7.12,6.2,37.88,1.98,8181.86,403301.98,133497.13,江西,染料涂料,20211224
129,000055.SZ,方大集团,4.95,0.3,6.45,311440.0,9.46,5.07,4.63,4.63,4.65,6.5,4.61,18.76,0.92,15212.9,531567.74,334558.71,深圳,装修装饰,19960415
130,603200.SH,上海洗霸,20.83,1.26,6.44,132360.0,10.17,21.53,19.54,19.62,19.57,4.96,7.59,82.9,3.99,27678.79,363091.8,363091.8,上海,环境保护,20170601
131,605098.SH,行动教育,39.59,2.39,6.42,17040.0,7.69,39.8,36.94,37.25,37.2,1.27,3.88,65.49,5.51,6598.59,467473.18,174021.4,上海,文教休闲,20210421
132,688084.SH,晶品特装,86.87,5.23,6.41,10619.0,8.66,88.18,81.11,82.32,81.64,2.05,5.82,-157.9,3.96,9146.09,657250.31,158450.88,北京,专用机械,20221208
133,603959.SH,百利科技,11.5,0.69,6.38,376882.0,9.16,11.81,10.82,10.88,10.81,2.14,7.69,20.24,7.74,42751.42,563843.84,563843.84,湖南,建筑工程,20160517
134,300057.SZ,万顺新材,8.4,0.5,6.33,1110836.0,17.34,8.97,7.6,7.88,7.9,2.71,15.14,-393.4,1.4,91304.01,764281.35,616260.91,广东,铝,20100226
135,688183.SH,生益电子,12.1,0.72,6.33,59913.0,7.82,12.21,11.32,11.4,11.38,1.11,1.94,-627.8,2.55,7102.54,1006503.62,373090.19,广东,元器件,20210225
136,300979.SZ,华利集团,48.74,2.9,6.33,32508.0,8.64,49.8,45.84,45.84,45.84,1.62,2.23,29.55,4.67,15728.96,5687958.0,711981.0,广东,服饰,20210426
137,688661.SH,和林微纳,70.3,4.15,6.27,27534.0,11.49,72.34,64.74,64.74,66.15,0.9,7.71,-220.54,5.11,18943.1,631817.4,251204.74,江苏,元器件,20210329
138,605020.SH,永和股份,25.81,1.52,6.26,50813.0,7.37,25.99,24.2,24.27,24.29,2.54,2.92,83.72,4.28,12927.45,978541.13,449330.52,浙江,化工原料,20210709
139,300745.SZ,欣锐科技,44.17,2.59,6.23,64904.0,8.87,44.98,41.29,41.55,41.58,1.42,6.55,38.19,4.48,28255.53,560814.86,437978.25,深圳,汽车配件,20180523
140,000802.SZ,北京文化,8.38,0.49,6.21,768563.0,7.98,8.43,7.8,7.85,7.89,1.63,10.74,-127.53,3.94,63408.89,599924.41,599559.88,北京,影视音像,19980108
141,603255.SH,鼎际得,50.76,2.96,6.19,29815.0,9.41,51.49,46.99,47.71,47.8,0.97,8.94,89.08,4.47,14864.62,677476.8,169369.2,辽宁,化工原料,20220818
142,301039.SZ,中集车辆,13.23,0.77,6.18,342287.0,7.7,13.33,12.37,12.5,12.46,1.78,4.72,13.92,2.03,44644.16,2669284.8,959487.92,深圳,汽车整车,20210708
