,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,成交额(万),总市值(万),流通市值(万),所在地域,所属行业,上市日期
35,603912.SH,佳力图,15.08,1.37,9.99,381790.0,5.69,15.08,14.3,14.3,13.71,4.47,12.57,340.03,3.22,57195.49,583563.94,458066.08,江苏,专用机械,20171101
36,603110.SH,东方材料,26.09,2.37,9.99,70236.0,11.09,26.09,23.46,23.72,23.72,2.73,3.49,293.36,8.19,17525.66,525000.54,525000.54,安徽,染料涂料,20171013
37,603629.SH,利通电子,32.7,2.97,9.99,569318.0,16.21,32.7,27.88,32.7,29.73,8.93,31.28,102.11,3.71,176366.35,595140.0,595140.0,江苏,元器件,20181224
38,605298.SH,必得科技,16.31,1.48,9.98,80865.0,12.54,16.31,14.45,14.84,14.83,1.34,18.85,686.74,2.4,13002.87,228992.4,69969.9,江苏,运输设备,20210301
39,000014.SZ,沙河股份,11.47,1.04,9.97,272624.0,10.64,11.47,10.36,10.45,10.43,3.91,11.26,4.3,2.14,30616.42,277627.02,277627.02,深圳,全国地产,19920602
40,605588.SH,冠石科技,61.28,5.55,9.96,120799.0,16.76,61.3,51.96,56.0,55.73,2.99,52.29,66.98,4.38,69932.47,447954.11,141554.11,江苏,半导体,20210812
41,002247.SZ,聚力文化,2.54,0.23,9.96,534261.0,10.82,2.54,2.29,2.31,2.31,5.96,8.3,312.37,2.91,13137.44,216120.99,163459.33,浙江,其他建材,20080612
42,601086.SH,国芳集团,5.32,0.48,9.92,224041.0,9.71,5.32,4.85,4.85,4.84,3.61,3.36,12.1,2.28,11644.44,354312.0,354312.0,甘肃,百货,20170929
43,002217.SZ,合力泰,4.33,0.39,9.9,2399544.0,6.6,4.33,4.07,4.33,3.94,1.7,7.71,-7.63,2.67,102117.74,1349408.22,1347935.22,福建,元器件,20080220
44,300949.SZ,奥雅股份,44.22,3.85,9.54,50336.0,13.3,44.85,39.48,40.46,40.37,2.51,29.6,-21.29,2.38,21446.45,265320.0,75195.0,深圳,建筑工程,20210226
45,002992.SZ,宝明科技,64.8,5.3,8.91,96868.0,10.82,65.45,59.01,59.59,59.5,1.69,12.36,-81.06,13.52,61727.57,1204963.35,507848.84,深圳,元器件,20200803
46,002865.SZ,钧达股份,124.72,9.88,8.6,149823.0,10.48,125.56,113.53,115.5,114.84,1.27,7.72,17.51,18.37,180057.29,2479646.5,2419149.39,海南,电气设备,20170425
47,002853.SZ,皮阿诺,18.92,1.46,8.36,68209.0,10.19,19.21,17.43,17.45,17.46,3.69,5.96,-228.41,2.8,12727.39,352938.88,216518.37,广东,家居用品,20170310
48,002697.SZ,红旗连锁,6.52,0.5,8.31,1608593.0,12.46,6.62,5.87,5.91,6.02,4.93,14.93,15.73,2.4,103844.95,886720.0,702679.96,四川,超市连锁,20120905
49,603825.SH,华扬联众,15.55,1.14,7.91,466887.0,10.69,15.85,14.31,14.31,14.41,4.94,18.43,301.11,2.52,72181.73,393938.34,393938.34,北京,互联网,20170802
50,300842.SZ,帝科股份,80.49,5.81,7.78,77209.0,12.0,82.97,74.01,74.62,74.68,1.23,11.07,23.39,8.02,60817.69,806912.25,561507.69,江苏,电气设备,20200618
51,603889.SH,新澳股份,7.2,0.51,7.62,459034.0,9.57,7.25,6.61,6.7,6.69,3.64,6.41,14.31,1.81,31988.11,515840.36,515840.36,浙江,纺织,20141231
52,300776.SZ,帝尔激光,103.6,7.24,7.51,53325.0,10.61,105.3,95.08,98.21,96.36,2.74,5.11,47.28,6.73,53688.04,1768163.93,1082075.31,湖北,专用机械,20190517
53,603887.SH,城地香江,8.07,0.56,7.46,555820.0,8.66,8.26,7.61,7.64,7.51,8.43,12.33,-63.54,1.18,44982.52,363759.9,363759.9,上海,软件服务,20161010
54,002122.SZ,汇洲智能,5.11,0.35,7.35,1654787.0,10.29,5.18,4.69,4.72,4.76,1.79,8.35,45.38,4.69,82302.69,1017395.85,1012839.93,浙江,机械基件,20070328
55,300508.SZ,维宏股份,36.09,2.41,7.16,106013.0,11.79,37.48,33.51,33.96,33.68,1.87,18.72,43.68,5.92,37872.02,393721.69,204366.85,上海,软件服务,20160419
56,300913.SZ,兆龙互连,45.4,3.02,7.13,291005.0,21.21,49.49,40.5,42.14,42.38,1.37,63.35,132.56,8.4,128669.7,834225.0,208556.25,浙江,通信设备,20201207
57,300500.SZ,启迪设计,19.1,1.23,6.88,170771.0,12.7,19.93,17.66,17.88,17.87,3.26,10.39,39.74,2.12,32371.32,332292.0,313843.76,江苏,建筑工程,20160204
58,301157.SZ,华塑科技,59.1,3.75,6.78,54411.0,13.24,62.33,55.0,56.0,55.35,4.14,38.25,197.71,3.45,32418.55,354600.0,84075.46,浙江,电气设备,20230309
59,600629.SH,华建集团,9.15,0.56,6.52,1344839.0,11.87,9.43,8.41,8.49,8.59,1.2,14.24,25.2,1.92,121525.62,888224.46,864362.94,上海,建筑工程,19930209
60,300779.SZ,惠城环保,58.76,3.57,6.47,68754.0,8.12,60.18,55.7,56.5,55.19,1.66,7.24,43.82,7.85,39891.35,633467.77,558283.26,山东,环境保护,20190522
61,301018.SZ,申菱环境,38.8,2.32,6.36,188991.0,8.5,41.5,38.4,39.08,36.48,3.78,22.13,62.04,4.32,75588.7,1026570.49,331313.2,广东,专用机械,20210707
62,301263.SZ,泰恩康,21.67,1.27,6.23,116165.0,10.34,22.34,20.23,20.23,20.4,2.66,5.07,44.34,5.3,25104.15,922053.08,496248.72,广东,医药商业,20220329
63,001223.SZ,欧克科技,76.43,4.46,6.2,32296.0,8.78,77.6,71.28,71.7,71.97,4.18,19.36,43.25,2.83,24484.01,509635.24,127485.24,江西,专用机械,20221212
64,002892.SZ,科力尔,11.68,0.67,6.09,623725.0,14.17,12.11,10.55,10.8,11.01,4.06,22.64,28.58,4.06,71002.52,518766.62,321803.71,湖南,电气设备,20170817
65,603801.SH,志邦家居,30.92,1.77,6.07,92494.0,8.44,31.46,29.0,29.14,29.15,1.67,2.97,46.77,3.29,28384.05,964147.12,964147.12,安徽,家居用品,20170630
66,603000.SH,人民网,22.38,1.28,6.07,1304380.0,8.01,23.19,21.5,21.51,21.1,2.65,11.8,224.96,6.87,293307.11,2474536.58,2474536.58,北京,互联网,20120427
67,301313.SZ,凡拓数创,49.2,2.72,5.85,158243.0,18.55,52.99,44.37,46.48,46.48,2.62,61.85,-3005.02,4.89,76813.97,503480.33,125870.33,广东,文教休闲,20220930
68,688053.SH,思科瑞,63.48,3.5,5.84,33131.0,10.4,66.49,60.25,60.98,59.98,5.1,14.47,67.78,3.75,21267.17,634800.0,145316.02,四川,元器件,20220708
69,002995.SZ,天地在线,35.2,1.91,5.74,189436.0,7.84,36.62,34.01,34.01,33.29,1.03,23.43,-119.35,6.15,67358.63,624639.77,284624.93,北京,互联网,20200805
70,300094.SZ,国联水产,4.81,0.26,5.71,618104.0,7.69,4.85,4.5,4.56,4.55,5.14,7.02,130.93,1.75,29264.02,545228.53,423723.22,广东,渔业,20100708
71,002043.SZ,兔 宝 宝,10.77,0.58,5.69,553280.0,6.97,10.85,10.14,10.15,10.19,3.14,7.89,30.5,3.65,58756.62,909271.21,754982.74,浙江,其他建材,20050510
72,301078.SZ,孩子王,12.08,0.64,5.59,547919.0,8.92,12.36,11.34,11.49,11.44,1.76,8.8,442.32,4.48,65550.07,1343349.76,752041.96,江苏,其他商业,20211014
73,002553.SZ,南方精工,11.59,0.6,5.46,290618.0,11.37,12.0,10.75,11.0,10.99,5.83,12.4,-37.21,3.59,33045.68,403332.0,271546.94,江苏,汽车配件,20110225
74,600679.SH,上海凤凰,10.05,0.52,5.46,198174.0,7.14,10.18,9.5,9.7,9.53,9.09,6.62,85.45,2.43,19691.15,517870.73,300931.5,上海,文教休闲,19931008
75,300211.SZ,亿通科技,10.89,0.56,5.42,292752.0,8.71,11.1,10.2,10.31,10.33,1.01,9.83,-182.61,6.41,31564.13,330358.74,324442.31,江苏,通信设备,20110505
76,600290.SH,*ST华仪,1.37,0.07,5.38,212375.0,3.85,1.37,1.32,1.36,1.3,1.13,2.79,-4.39,-5.09,2890.66,104106.78,104106.78,浙江,电气设备,20001106
77,300947.SZ,德必集团,16.03,0.81,5.32,102875.0,8.74,16.22,14.89,15.19,15.22,2.58,10.8,248.25,1.9,16128.06,246226.56,152755.89,上海,房产服务,20210210
78,300960.SZ,通业科技,20.23,1.02,5.31,55456.0,11.04,21.09,18.97,19.13,19.21,3.29,21.66,-77.86,3.27,11253.88,207126.5,51788.8,深圳,运输设备,20210329
79,002482.SZ,*ST广田,1.81,0.09,5.23,30672.0,0.0,1.81,1.81,1.81,1.72,0.53,0.2,-4.86,-0.56,555.16,278247.62,276803.23,深圳,装修装饰,20100929
80,600503.SH,华丽家族,3.03,0.15,5.21,1419271.0,10.42,3.16,2.86,2.88,2.88,1.72,8.86,-97.35,1.31,43052.72,485493.87,485493.87,上海,区域地产,20020709
81,603070.SH,万控智造,18.49,0.91,5.18,134142.0,11.95,19.34,17.24,17.57,17.58,4.02,16.54,64.34,3.81,24992.44,741449.0,149927.94,浙江,电气设备,20220310
82,000711.SZ,*ST京蓝,1.63,0.08,5.16,25281.0,0.0,1.63,1.63,1.63,1.55,0.09,0.26,-4.33,-2.77,412.08,166857.85,160118.63,黑龙江,环境保护,19970411
83,002761.SZ,浙江建投,16.93,0.83,5.16,734723.0,11.8,17.45,15.55,16.0,16.1,1.7,6.79,13.59,2.74,121422.32,1830708.79,1830708.79,浙江,建筑工程,20150610
84,002157.SZ,*ST 正邦,2.47,0.12,5.11,951342.0,5.96,2.47,2.33,2.35,2.35,1.43,3.91,-1.67,-0.77,23127.84,787066.22,601633.65,江西,农业综合,20070817
85,000615.SZ,*ST美谷,2.49,0.12,5.06,634603.0,4.64,2.49,2.38,2.49,2.37,2.05,8.33,-21.1,-10.41,15653.3,189981.95,189624.58,湖北,医疗保健,19961016
86,000004.SZ,ST国华,15.29,0.73,5.01,39561.0,3.57,15.29,14.77,14.77,14.56,0.55,3.33,-68.37,5.89,5987.39,203124.6,181823.87,深圳,软件服务,19910114
87,002289.SZ,ST宇顺,6.12,0.29,4.97,53187.0,6.52,6.12,5.74,5.77,5.83,1.01,2.01,-52.52,7.19,3198.17,171515.28,161689.93,深圳,元器件,20090903
88,600766.SH,*ST园城,10.14,0.48,4.97,45343.0,4.87,10.14,9.67,9.67,9.66,1.46,2.02,1264.47,39.49,4546.16,227366.0,227067.12,山东,综合类,19961028
89,300394.SZ,天孚通信,77.25,3.65,4.96,235798.0,11.28,82.3,74.0,74.88,73.6,1.15,6.58,82.74,12.1,184493.04,3049513.1,2768919.3,江苏,通信设备,20150217
90,300678.SZ,中科信息,51.28,2.41,4.93,575364.0,11.81,51.4,45.63,48.01,48.87,0.96,20.7,405.52,18.15,277552.96,1519868.91,1425345.85,四川,软件服务,20170728
91,600898.SH,ST美讯,3.62,0.17,4.93,47089.0,3.48,3.62,3.5,3.62,3.45,1.15,1.86,-15.86,63.98,1700.34,103307.92,91413.62,山东,通信设备,19960418
92,603030.SH,*ST全筑,2.14,0.1,4.9,282049.0,3.43,2.14,2.07,2.11,2.04,1.39,4.86,-7.22,-4.16,5998.3,124135.06,124135.06,上海,装修装饰,20150320
93,600136.SH,*ST明诚,3.01,0.14,4.88,20726.0,0.0,3.01,3.01,3.01,2.87,0.18,0.43,-2.22,-0.36,623.86,175511.03,146092.36,湖北,影视音像,19980303
94,000971.SZ,ST高升,1.51,0.07,4.86,7455.0,0.0,1.51,1.51,1.51,1.44,0.05,0.09,-5.56,6.62,112.57,158337.11,127275.97,湖北,互联网,20000427
95,002323.SZ,雅博股份,3.04,0.14,4.83,1462681.0,12.41,3.19,2.83,2.86,2.9,3.89,6.9,299.97,9.61,44233.8,644739.96,644620.4,山东,建筑工程,20091218
96,300778.SZ,新城市,23.33,1.07,4.81,231371.0,16.17,25.55,21.95,22.07,22.26,2.04,13.96,78.98,3.54,54967.39,389413.11,386627.61,深圳,建筑工程,20190510
97,001309.SZ,德明利,93.06,4.26,4.8,47000.0,12.45,96.88,85.82,88.84,88.8,1.13,23.5,-42.6,7.13,43533.44,746125.3,186120.0,深圳,半导体,20220701
98,000620.SZ,*ST新联,1.75,0.08,4.79,35434.0,0.0,1.75,1.75,1.75,1.67,0.39,0.19,-0.86,-2.06,620.09,331920.82,331909.23,北京,全国地产,19961029
99,000530.SZ,冰山冷热,5.48,0.25,4.78,913891.0,10.52,5.75,5.2,5.22,5.23,3.5,15.23,45.49,1.52,50741.52,462080.45,328822.8,辽宁,机械基件,19931208
100,603869.SH,新智认知,13.0,0.59,4.75,681736.0,11.52,13.4,11.97,12.0,12.41,2.29,13.51,212.62,1.65,85791.03,655850.66,655850.66,广西,软件服务,20150326
101,002959.SZ,小熊电器,85.62,3.87,4.73,25526.0,8.62,87.49,80.44,82.3,81.75,2.51,1.63,20.32,5.76,21646.97,1340009.82,1338825.48,广东,家用电器,20190823
102,000005.SZ,ST星源,1.11,0.05,4.72,34495.0,0.0,1.11,1.11,1.11,1.06,0.09,0.33,-104.83,0.97,382.9,117497.59,117432.08,深圳,环境保护,19901210
103,688339.SH,亿华通-U,81.62,3.67,4.71,21465.0,7.76,82.95,76.9,78.28,77.95,3.13,2.64,-62.42,2.99,17217.23,964665.45,663743.51,北京,汽车配件,20200810
104,002470.SZ,ST金正,1.8,0.08,4.65,540760.0,5.23,1.81,1.72,1.73,1.72,4.29,1.71,-36.73,2.0,9702.28,591484.99,569648.84,山东,农药化肥,20100908
105,000616.SZ,*ST海投,0.91,0.04,4.6,15850.0,0.0,0.91,0.91,0.91,0.87,0.05,0.11,-36.3,0.32,144.23,130151.33,130151.33,辽宁,全国地产,19961108
106,600803.SH,新奥股份,19.32,0.84,4.55,180330.0,6.49,19.69,18.49,18.56,18.48,1.97,1.23,10.28,3.13,34662.83,5986104.18,2823196.61,河北,供气供热,19940103
107,603007.SH,ST花王,4.38,0.19,4.53,63618.0,4.06,4.4,4.23,4.23,4.19,1.55,1.88,-15.13,5.68,2764.67,148212.54,148212.54,江苏,建筑工程,20160826
108,603129.SH,春风动力,152.37,6.56,4.5,12666.0,7.28,154.97,144.36,145.81,145.81,2.1,0.84,27.25,5.3,19122.52,2292470.08,2292470.08,浙江,摩托车,20170818
109,600636.SH,国新文化,15.11,0.65,4.5,645388.0,8.16,15.48,14.3,14.44,14.46,1.37,14.65,342.95,2.47,96393.54,665518.49,665518.49,上海,文教休闲,19930316
110,600266.SH,城建发展,5.35,0.23,4.49,915445.0,9.96,5.6,5.09,5.1,5.12,1.84,4.06,48.22,0.6,49139.69,1207247.62,1207247.62,北京,区域地产,19990203
111,300990.SZ,同飞股份,48.6,2.07,4.45,51615.0,5.11,50.88,48.5,48.93,46.53,3.09,12.25,72.19,5.15,25545.35,818812.8,204703.2,河北,专用机械,20210512
112,301038.SZ,深水规院,19.1,0.81,4.43,162401.0,9.73,19.98,18.2,18.4,18.29,1.27,37.86,-61.32,3.82,31038.15,327756.0,81939.0,深圳,建筑工程,20210804
113,001328.SZ,登康口腔,38.06,1.61,4.42,138757.0,8.48,38.69,35.6,36.35,36.45,1.82,32.9,50.75,2.94,52350.23,655293.48,160534.98,重庆,日用化工,20230410
114,300374.SZ,中铁装配,17.12,0.72,4.39,206653.0,6.65,17.32,16.23,16.23,16.4,1.23,10.92,-30.64,4.69,35130.27,421001.92,323997.24,北京,其他建材,20150319
115,300911.SZ,亿田智能,39.08,1.61,4.3,79009.0,7.07,39.78,37.13,37.3,37.47,2.4,18.8,25.78,3.18,30714.68,419712.17,164196.53,浙江,家用电器,20201203
116,301361.SZ,众智科技,30.03,1.23,4.27,137866.0,9.17,30.34,27.7,28.38,28.8,1.81,47.4,55.84,3.41,40219.73,349357.01,87339.25,河南,电气设备,20221116
117,002401.SZ,中远海科,26.16,1.07,4.26,461415.0,11.76,27.45,24.5,24.83,25.09,1.25,12.54,45.5,6.47,120115.99,972902.33,962480.79,上海,软件服务,20100506
118,000736.SZ,中交地产,14.76,0.6,4.24,773206.0,9.82,15.58,14.19,14.19,14.16,2.32,11.12,-12.71,3.32,115297.67,1026460.12,1026460.12,重庆,全国地产,19970425
119,300199.SZ,翰宇药业,12.57,0.51,4.23,874274.0,11.53,13.1,11.71,11.95,12.06,1.88,13.13,149.18,8.54,108933.91,1110234.36,837204.5,深圳,化学制药,20110407
120,002343.SZ,慈文传媒,9.16,0.37,4.21,816501.0,9.44,9.48,8.65,8.78,8.79,1.71,17.19,86.92,4.57,73792.49,435053.91,435053.91,江西,影视音像,20100126
121,002572.SZ,索菲亚,16.84,0.67,4.14,189720.0,7.48,17.26,16.05,16.16,16.17,1.36,2.97,36.81,2.93,31984.41,1536431.14,1075704.41,广东,家居用品,20110412
122,601199.SH,江南水务,7.74,0.3,4.03,480200.0,11.29,7.99,7.15,7.4,7.44,1.9,5.13,24.6,2.03,36601.04,723852.77,723852.77,江苏,水务,20110317
123,000798.SZ,中水渔业,10.32,0.4,4.03,129984.0,6.85,10.51,9.83,9.92,9.92,2.09,3.55,-54.23,4.17,13279.51,377566.19,377529.43,北京,渔业,19980212
124,603269.SH,海鸥股份,11.15,0.43,4.01,98924.0,7.28,11.38,10.6,10.71,10.72,2.84,6.28,198.65,1.93,10907.16,175641.95,175641.95,江苏,机械基件,20170517
125,600757.SH,长江传媒,10.56,0.4,3.94,1083861.0,7.68,10.85,10.07,10.12,10.16,1.22,8.93,8.3,1.45,114017.54,1281614.69,1281452.94,湖北,出版业,19961003
126,300426.SZ,唐德影视,16.81,0.63,3.89,443819.0,19.1,18.85,15.76,16.0,16.18,1.59,11.18,-110.69,66.28,76463.74,687536.73,667261.89,浙江,影视音像,20150217
127,002459.SZ,晶澳科技,36.3,1.36,3.89,600025.0,6.55,36.49,34.2,34.93,34.94,1.8,1.83,11.6,4.05,212655.98,11977198.82,11914406.03,河北,电气设备,20100810
128,603833.SH,欧派家居,99.31,3.71,3.88,39257.0,8.68,103.2,94.9,95.55,95.6,1.75,0.64,99.23,3.75,39187.73,6049491.76,6049491.76,广东,家居用品,20170328
129,603393.SH,新天然气,25.71,0.96,3.88,122685.0,6.71,26.45,24.79,25.28,24.75,1.67,3.26,18.62,2.14,31607.83,1089901.73,967024.99,新疆,供气供热,20160912
130,603163.SH,圣晖集成,56.45,2.1,3.86,17821.0,12.51,58.6,51.8,53.71,54.35,2.05,8.91,31.17,4.33,9656.54,451600.0,112900.0,江苏,建筑工程,20221013
131,000797.SZ,中国武夷,3.23,0.12,3.86,1186222.0,8.68,3.39,3.12,3.13,3.11,3.39,7.55,-13.31,1.02,38602.53,507353.61,507163.14,福建,全国地产,19970715
132,300917.SZ,特发服务,25.64,0.95,3.85,139121.0,7.53,26.6,24.74,24.83,24.69,2.18,16.06,32.59,4.6,35847.34,433316.0,222074.45,深圳,房产服务,20201221
133,603291.SH,联合水务,15.94,0.59,3.84,212626.0,10.75,16.58,14.93,15.27,15.35,1.23,50.24,98.73,4.32,33297.63,674613.64,67461.37,江苏,水务,20230327
134,605188.SH,国光连锁,8.11,0.3,3.84,125111.0,9.86,8.52,7.75,7.8,7.81,6.66,20.72,36.81,3.55,10137.2,401915.38,48968.18,江西,超市连锁,20200728
135,300118.SZ,东方日升,24.19,0.89,3.82,391321.0,6.39,24.49,23.0,23.3,23.3,1.77,5.65,22.18,1.88,93423.07,2757693.53,1675400.51,浙江,电气设备,20100902
136,601595.SH,上海电影,36.0,1.32,3.81,377846.0,11.65,37.63,33.59,34.2,34.68,1.32,8.43,112.13,10.02,135357.82,1613520.0,1613520.0,上海,影视音像,20160817
137,300148.SZ,天舟文化,5.77,0.21,3.78,2330419.0,9.89,5.98,5.43,5.49,5.56,1.31,30.05,-295.53,4.61,133454.54,481990.8,447430.57,湖南,互联网,20101215
138,301365.SZ,矩阵股份,17.33,0.63,3.77,68218.0,7.01,17.72,16.55,16.65,16.7,2.99,15.16,49.52,1.83,11829.35,311940.0,77985.0,深圳,装修装饰,20221122
139,600851.SH,海欣股份,6.12,0.22,3.73,124845.0,6.78,6.25,5.85,5.93,5.9,4.88,1.69,69.62,1.89,7586.51,738718.7,451782.14,上海,化学制药,19940404
140,603211.SH,晋拓股份,15.86,0.57,3.73,184622.0,5.49,15.88,15.04,15.16,15.29,1.0,27.17,62.99,3.79,28742.97,431087.49,107771.87,上海,汽车配件,20220725
141,688359.SH,三孚新科,78.0,2.8,3.72,16658.0,8.46,80.0,73.64,74.01,75.2,2.45,3.33,-147.82,15.52,12975.19,724776.0,389750.4,广东,化工原料,20210521
142,300782.SZ,卓胜微,103.4,3.68,3.69,142972.0,7.93,106.3,98.39,99.4,99.72,1.49,3.39,118.45,6.35,147713.19,5519518.82,4366337.23,江苏,元器件,20190618
