,序号,第1名,第2名,第3名,第4名,第5名,第6名,第7名,第8名,第9名,第10名,第11名,第12名,第13名,第14名,第15名,第16名,第17名,第18名,第19名,第20名
28,2023-06-19,松发股份,万通发展,罗曼股份,上海港湾,京投发展,汇通能源,荣盛发展,大丰实业,永安林业,龙元建设,时空科技,沙河股份,城建发展,中交地产,东易日盛,元成股份,中铁装配,江河集团,特发服务,中华企业
29,2023-06-20,松发股份,上海港湾,京投发展,万通发展,罗曼股份,大丰实业,荣盛发展,龙元建设,永安林业,汇通能源,祥龙电业,元成股份,时空科技,沙河股份,东易日盛,弘业期货,江河集团,中铁装配,中交地产,宁波建工
30,2023-06-21,松发股份,京投发展,罗曼股份,上海港湾,金科股份,荣盛发展,万通发展,大丰实业,龙元建设,永安林业,中铁装配,元成股份,东易日盛,祥龙电业,悦心健康,沙河股份,苏州高新,城建发展,中交地产,时空科技
31,2023-06-26,松发股份,京投发展,荣盛发展,金科股份,上海港湾,罗曼股份,大丰实业,万通发展,龙元建设,永安林业,元成股份,汇通能源,东易日盛,中交地产,太极实业,城建发展,时空科技,京能置业,沙河股份,苏州高新
32,2023-06-27,松发股份,荣盛发展,罗曼股份,上海港湾,京投发展,金科股份,万通发展,永安林业,志邦家居,元成股份,东易日盛,沙河股份,中交地产,龙元建设,大丰实业,顾地科技,兔宝宝,索菲亚,中南建设,中天精装
33,2023-06-28,松发股份,罗曼股份,荣盛发展,上海港湾,金科股份,京投发展,顾地科技,志邦家居,永安林业,万通发展,天地源,中华企业,元成股份,中交地产,兔宝宝,沙河股份,东易日盛,悦心健康,中南建设,汇通能源
34,2023-06-29,松发股份,罗曼股份,上海港湾,荣盛发展,顾地科技,京投发展,元成股份,永安林业,志邦家居,天地源,兔宝宝,东易日盛,金科股份,悦心健康,沙河股份,同济科技,时空科技,大丰实业,亚翔集成,索菲亚
35,2023-06-30,松发股份,罗曼股份,荣盛发展,上海港湾,永安林业,京投发展,金科股份,元成股份,志邦家居,顾地科技,天地源,中南建设,沙河股份,祥龙电业,兔宝宝,时空科技,瑞尔特,悦心健康,财信发展,索菲亚
36,2023-07-03,松发股份,金科股份,荣盛发展,京投发展,罗曼股份,永安林业,瑞尔特,东湖高新,元成股份,志邦家居,顾地科技,上海港湾,中天精装,兔宝宝,江河集团,祥龙电业,沙河股份,东宏股份,京能置业,天地源
37,2023-07-04,松发股份,罗曼股份,金科股份,荣盛发展,永安林业,瑞尔特,祥龙电业,顾地科技,京投发展,江河集团,东湖高新,元成股份,东宏股份,中天精装,名家汇,沙河股份,志邦家居,悦心健康,时空科技,空港股份
38,2023-07-05,松发股份,金科股份,罗曼股份,荣盛发展,瑞尔特,顾地科技,江河集团,祥龙电业,永安林业,中天精装,东湖高新,东宏股份,元成股份,名家汇,京投发展,海波重科,中铁装配,悦心健康,梦百合,沙河股份
39,2023-07-06,荣盛发展,金科股份,松发股份,罗曼股份,顾地科技,瑞尔特,祥龙电业,永安林业,江河集团,空港股份,东湖高新,财信发展,中南建设,名家汇,东宏股份,元成股份,京能置业,上海港湾,梦百合,悦心健康
40,2023-07-07,荣盛发展,金科股份,罗曼股份,松发股份,顾地科技,瑞尔特,东湖高新,祥龙电业,永安林业,江河集团,东鹏控股,空港股份,财信发展,梦百合,名家汇,东宏股份,上海港湾,悦心健康,元成股份,海波重科
41,2023-07-10,荣盛发展,金科股份,顾地科技,罗曼股份,松发股份,瑞尔特,东湖高新,祥龙电业,江河集团,永安林业,东鹏控股,梦百合,悦心健康,空港股份,东宏股份,南华期货,元成股份,湘财股份,中南建设,海波重科
42,2023-07-11,金科股份,荣盛发展,顾地科技,瑞尔特,纳川股份,东湖高新,罗曼股份,松发股份,梦百合,东鹏控股,江河集团,诚邦股份,亚振家居,悦心健康,南华期货,国盛金控,中南建设,津滨发展,东宏股份,元成股份
43,2023-07-12,金科股份,顾地科技,东湖高新,瑞尔特,东鹏控股,荣盛发展,诚邦股份,纳川股份,梦百合,江河集团,南华期货,元成股份,罗曼股份,海波重科,国盛金控,悦心健康,空港股份,大千生态,铁岭新城,亚振家居
44,2023-07-13,金科股份,顾地科技,瑞尔特,东湖高新,诚邦股份,东鹏控股,国盛金控,梦百合,大千生态,江河集团,罗曼股份,亚振家居,南华期货,海波重科,纳川股份,中天精装,悦心健康,元成股份,中国银河,友邦吊顶
45,2023-07-14,金科股份,东湖高新,顾地科技,罗曼股份,瑞尔特,诚邦股份,东鹏控股,国盛金控,津滨发展,大千生态,梦百合,中迪投资,中天精装,祥龙电业,元成股份,空港股份,太极实业,云南城投,纳川股份,南华期货
46,2023-07-17,东湖高新,金科股份,顾地科技,东鹏控股,诚邦股份,罗曼股份,瑞尔特,大千生态,梦百合,祥龙电业,中天精装,元成股份,太极实业,云南城投,中迪投资,亚振家居,南华期货,空港股份,悦心健康,友邦吊顶
47,2023-07-18,东湖高新,东鹏控股,金科股份,诚邦股份,瑞尔特,祥龙电业,津滨发展,梦百合,汇通能源,元成股份,顾地科技,罗曼股份,大千生态,郑中设计,名家汇,亚振家居,菲林格尔,中迪投资,空港股份,南华期货
48,2023-07-19,东湖高新,金科股份,顾地科技,东鹏控股,瑞尔特,梦百合,诚邦股份,中迪投资,津滨发展,南华期货,元成股份,大千生态,郑中设计,荣盛发展,亚振家居,美丽生态,菲林格尔,友邦吊顶,名家汇,祥龙电业
49,2023-07-20,顾地科技,东鹏控股,荣盛发展,金科股份,东湖高新,中迪投资,诚邦股份,梦百合,津滨发展,瑞尔特,南华期货,粤宏远A,郑中设计,大龙地产,菲林格尔,大千生态,元成股份,友邦吊顶,空港股份,仁东控股
50,2023-07-21,荣盛发展,顾地科技,津滨发展,东鹏控股,东湖高新,金科股份,大龙地产,中迪投资,金埔园林,诚邦股份,中南建设,梦百合,南华期货,瑞尔特,粤宏远A,天房发展,沙河股份,美丽生态,大千生态,菲林格尔
51,2023-07-24,金科股份,荣盛发展,顾地科技,东湖高新,东鹏控股,大龙地产,津滨发展,中南建设,中迪投资,诚邦股份,天房发展,梦百合,金埔园林,锦和商管,柯利达,南华期货,粤宏远A,大千生态,空港股份,美丽生态
52,2023-07-25,金科股份,荣盛发展,大龙地产,津滨发展,霍普股份,东鹏控股,锦和商管,中南建设,天房发展,东湖高新,柯利达,美丽生态,诚邦股份,顾地科技,特发服务,南华期货,沙河股份,深水规院,迪马股份,瑞尔特
53,2023-07-26,金科股份,荣盛发展,霍普股份,津滨发展,中南建设,天房发展,锦和商管,东鹏控股,柯利达,大龙地产,特发服务,迪马股份,华远地产,东湖高新,美丽生态,新黄浦,金埔园林,沙河股份,太平洋,洪涛股份
54,2023-07-27,金科股份,荣盛发展,锦和商管,霍普股份,中南建设,东鹏控股,津滨发展,天房发展,大龙地产,新黄浦,迪马股份,国创高新,柯利达,光明地产,太平洋,特发服务,福星股份,华远地产,蒙娜丽莎,沙河股份
55,2023-07-28,金科股份,荣盛发展,锦和商管,东鹏控股,霍普股份,太平洋,国创高新,中南建设,津滨发展,柯利达,城建发展,蒙娜丽莎,迪马股份,东吴证券,新黄浦,天房发展,大龙地产,光明地产,特发服务,美丽生态
56,2023-07-31,金科股份,荣盛发展,锦和商管,中南建设,太平洋,国创高新,东鹏控股,城建发展,天房发展,迪马股份,津滨发展,光明地产,霍普股份,华远地产,特发服务,美丽生态,新黄浦,大龙地产,蒙娜丽莎,中华企业
57,2023-08-01,金科股份,荣盛发展,国创高新,太平洋,城建发展,东鹏控股,中南建设,华远地产,天房发展,锦和商管,云南城投,津滨发展,光明地产,大龙地产,迪马股份,西南证券,阳光股份,中华企业,美丽生态,上实发展
58,2023-08-02,金科股份,荣盛发展,太平洋,国创高新,云南城投,华远地产,城建发展,东鹏控股,中南建设,天房发展,津滨发展,大龙地产,柯利达,中华企业,光明地产,蒙娜丽莎,渝开发,特发服务,迪马股份,财达证券
59,2023-08-03,荣盛发展,太平洋,金科股份,云南城投,国创高新,华远地产,柯利达,城建发展,天房发展,大龙地产,津滨发展,东鹏控股,特发服务,中华企业,光明地产,蒙娜丽莎,中南建设,财达证券,渝开发,珠江股份
60,2023-08-04,太平洋,荣盛发展,柯利达,金科股份,云南城投,华远地产,城建发展,国创高新,天房发展,特发服务,珠江股份,京投发展,津滨发展,蒙娜丽莎,大龙地产,财达证券,南华期货,光明地产,中南建设,中华企业
61,2023-08-07,太平洋,荣盛发展,金科股份,柯利达,云南城投,哈投股份,城建发展,珠江股份,华远地产,西南证券,华创云信,京投发展,国创高新,财达证券,天房发展,蒙娜丽莎,天风证券,特发服务,中迪投资,华鑫股份
62,2023-08-08,太平洋,荣盛发展,柯利达,金科股份,城建发展,云南城投,珠江股份,国创高新,蒙娜丽莎,华创云信,中华企业,渤海租赁,西南证券,天房发展,特发服务,华远地产,中南建设,哈投股份,美丽生态,天风证券
63,2023-08-09,太平洋,荣盛发展,柯利达,城建发展,金科股份,天房发展,华远地产,特发服务,中华企业,珠江股份,国创高新,中南建设,华创云信,渤海租赁,津滨发展,西南证券,云南城投,蒙娜丽莎,渝开发,天风证券
