,序号,第1名,第2名,第3名,第4名,第5名,第6名,第7名,第8名,第9名,第10名
23,2023-03-09,华脉科技,柳药集团,润达医疗,恒为科技,中贝通信,荣晟环保,东方通信,中成股份,华丰股份,上海机电
24,2023-03-10,华脉科技,润达医疗,柳药集团,恒为科技,中贝通信,荣晟环保,东方通信,上海机电,鼎捷软件,华丰股份
25,2023-03-13,华脉科技,润达医疗,恒为科技,柳药集团,中贝通信,荣晟环保,东方通信,鼎捷软件,中成股份,上海机电
26,2023-03-14,润达医疗,华脉科技,鼎捷软件,恒为科技,东方通信,中成股份,中贝通信,柳药集团,荣晟环保,吉大正元
27,2023-03-15,润达医疗,华脉科技,荣晟环保,鼎捷软件,中成股份,东方通信,柳药集团,中贝通信,恒为科技,上海机电
28,2023-03-16,华脉科技,润达医疗,中成股份,柳药集团,鼎捷软件,东方通信,荣晟环保,恒为科技,中贝通信,吉大正元
29,2023-03-17,润达医疗,华脉科技,鼎捷软件,中成股份,东方通信,柳药集团,荣晟环保,恒为科技,万润科技,吉大正元
30,2023-03-20,润达医疗,华脉科技,荣晟环保,鼎捷软件,万润科技,中成股份,东方通信,柳药集团,中贝通信,吉大正元
31,2023-03-21,润达医疗,华脉科技,鼎捷软件,荣晟环保,万润科技,中成股份,柳药集团,东方通信,吉大正元,中贝通信
32,2023-03-22,润达医疗,华脉科技,鼎捷软件,荣晟环保,万润科技,东方通信,中成股份,中贝通信,吉大正元,上海机电
33,2023-03-23,润达医疗,华脉科技,鼎捷软件,万润科技,东方通信,荣晟环保,中成股份,吉大正元,柳药集团,中贝通信
34,2023-03-24,润达医疗,华脉科技,鼎捷软件,万润科技,东方通信,中成股份,博杰股份,吉大正元,荣晟环保,上海机电
35,2023-03-27,润达医疗,鼎捷软件,华脉科技,万润科技,东方通信,博杰股份,吉大正元,中成股份,雷柏科技,上海机电
36,2023-03-28,润达医疗,鼎捷软件,万润科技,中成股份,荣晟环保,博杰股份,东方通信,华脉科技,柳药集团,雷柏科技
37,2023-03-29,润达医疗,鼎捷软件,万润科技,荣晟环保,博杰股份,中成股份,柳药集团,苏州固锝,雷柏科技,东方通信
38,2023-03-30,润达医疗,鼎捷软件,荣晟环保,博杰股份,万润科技,柳药集团,苏州固锝,雷柏科技,上海机电,德恩精工
39,2023-03-31,润达医疗,鼎捷软件,荣晟环保,万润科技,博杰股份,柳药集团,雷柏科技,苏州固锝,德恩精工,东方通信
40,2023-04-03,鼎捷软件,万润科技,润达医疗,荣晟环保,吉大正元,雷柏科技,博杰股份,柳药集团,苏州固锝,东方通信
41,2023-04-04,鼎捷软件,荣晟环保,万润科技,润达医疗,吉大正元,柳药集团,东方通信,苏州固锝,雷柏科技,华研精机
42,2023-04-06,荣晟环保,鼎捷软件,苏州固锝,万润科技,博杰股份,柳药集团,雷柏科技,润达医疗,吉大正元,东方通信
43,2023-04-07,荣晟环保,鼎捷软件,万润科技,博杰股份,苏州固锝,吉大正元,雷柏科技,柳药集团,东方通信,润达医疗
44,2023-04-10,荣晟环保,鼎捷软件,万润科技,博杰股份,华研精机,苏州固锝,东方通信,上海机电,同为股份,柳药集团
45,2023-04-11,万润科技,荣晟环保,鼎捷软件,博杰股份,苏州固锝,华研精机,同为股份,柳药集团,上海机电,德恩精工
46,2023-04-12,万润科技,博杰股份,荣晟环保,华研精机,雷柏科技,鼎捷软件,恒为科技,苏州固锝,德恩精工,柳药集团
47,2023-04-13,万润科技,华研精机,博杰股份,鼎捷软件,雷柏科技,恒为科技,荣晟环保,吉大正元,同为股份,柳药集团
48,2023-04-14,万润科技,博杰股份,华研精机,鼎捷软件,荣晟环保,恒为科技,雷柏科技,德恩精工,苏州固锝,同为股份
49,2023-04-17,万润科技,博杰股份,华研精机,鼎捷软件,荣晟环保,德恩精工,恒为科技,英洛华,上海机电,苏州固锝
50,2023-04-18,万润科技,博杰股份,华研精机,鼎捷软件,恒为科技,柳药集团,德恩精工,荣晟环保,英洛华,捷昌驱动
51,2023-04-19,万润科技,博杰股份,华研精机,鼎捷软件,恒为科技,柳药集团,中贝通信,雷柏科技,德恩精工,英洛华
52,2023-04-20,万润科技,博杰股份,华研精机,鼎捷软件,恒为科技,雷柏科技,中贝通信,柳药集团,英洛华,上海机电
53,2023-04-21,万润科技,华研精机,博杰股份,雷柏科技,恒为科技,中贝通信,柳药集团,鼎捷软件,上海机电,英洛华
54,2023-04-24,华研精机,万润科技,雷柏科技,中贝通信,博杰股份,柳药集团,恒为科技,上海机电,鼎捷软件,英洛华
55,2023-04-25,华研精机,万润科技,雷柏科技,上海机电,柳药集团,恒为科技,中贝通信,荣晟环保,博杰股份,英洛华
56,2023-04-26,华研精机,万润科技,雷柏科技,上海机电,柳药集团,恒为科技,中贝通信,英洛华,华神科技,荣晟环保
57,2023-04-27,华研精机,万润科技,上海机电,中贝通信,柳药集团,雷柏科技,荣晟环保,华神科技,英洛华,恒为科技
58,2023-04-28,华研精机,万润科技,上海机电,中贝通信,雷柏科技,华神科技,柳药集团,荣晟环保,东方通信,开普检测
59,2023-05-04,华研精机,雷柏科技,万润科技,上海机电,中贝通信,华丰股份,同为股份,荣晟环保,华脉科技,开普检测
60,2023-05-05,华研精机,雷柏科技,上海机电,华丰股份,中贝通信,万润科技,同为股份,禾盛新材,柳药集团,华神科技
61,2023-05-08,华研精机,雷柏科技,上海机电,华丰股份,同为股份,万润科技,中贝通信,开普检测,禾盛新材,华脉科技
62,2023-05-09,华研精机,雷柏科技,上海机电,同为股份,万润科技,华丰股份,开普检测,柳药集团,中贝通信,禾盛新材
63,2023-05-10,华研精机,中贝通信,上海机电,雷柏科技,华丰股份,同为股份,开普检测,万润科技,联诚精密,禾盛新材
64,2023-05-11,雷柏科技,中贝通信,上海机电,华研精机,华丰股份,开普检测,同为股份,日盈电子,禾盛新材,联诚精密
65,2023-05-12,雷柏科技,华研精机,中贝通信,上海机电,华丰股份,禾盛新材,同为股份,华脉科技,开普检测,日盈电子
66,2023-05-15,上海机电,中贝通信,华丰股份,禾盛新材,华研精机,开普检测,同为股份,联诚精密,日盈电子,雷柏科技
67,2023-05-16,同为股份,华丰股份,上海机电,中贝通信,禾盛新材,通达动力,开普检测,日盈电子,方正电机,联诚精密
68,2023-05-17,中贝通信,华丰股份,上海机电,同为股份,开普检测,通达动力,禾盛新材,日盈电子,优德精密,联诚精密
69,2023-05-18,优德精密,中贝通信,同为股份,华丰股份,禾盛新材,雷柏科技,上海机电,方正电机,开普检测,联诚精密
70,2023-05-19,优德精密,雷柏科技,同为股份,华神科技,华丰股份,远大智能,中贝通信,华研精机,禾盛新材,开普检测
71,2023-05-22,优德精密,远大智能,华神科技,华丰股份,同为股份,禾盛新材,联诚精密,日盈电子,巨轮智能,开普检测
72,2023-05-23,优德精密,华丰股份,禾盛新材,远大智能,华神科技,日盈电子,开普检测,同为股份,联诚精密,威尔泰
73,2023-05-24,优德精密,华研精机,远大智能,同为股份,巨轮智能,华丰股份,禾盛新材,联诚精密,日盈电子,华神科技
74,2023-05-25,优德精密,联诚精密,远大智能,华丰股份,巨轮智能,禾盛新材,同为股份,威尔泰,日盈电子,德恩精工
75,2023-05-26,优德精密,联诚精密,同为股份,华神科技,万润科技,禾盛新材,华丰股份,日盈电子,远大智能,巨轮智能
76,2023-05-29,优德精密,万润科技,联诚精密,博杰股份,华丰股份,同为股份,华神科技,禾盛新材,巨轮智能,日盈电子
77,2023-05-30,优德精密,万润科技,同为股份,雷柏科技,联诚精密,华丰股份,博杰股份,远大智能,禾盛新材,华神科技
78,2023-05-31,优德精密,万润科技,同为股份,博杰股份,华丰股份,华神科技,恒为科技,禾盛新材,巨轮智能,远大智能
79,2023-06-01,优德精密,万润科技,博杰股份,恒为科技,同为股份,远大智能,华神科技,吉大正元,禾盛新材,巨轮智能
80,2023-06-02,优德精密,万润科技,博杰股份,华神科技,远大智能,巨轮智能,同为股份,恒为科技,东方通信,德恩精工
81,2023-06-05,优德精密,博杰股份,万润科技,华神科技,恒为科技,日盈电子,远大智能,德恩精工,巨轮智能,禾盛新材
82,2023-06-06,优德精密,博杰股份,万润科技,恒为科技,华神科技,远大智能,日盈电子,同为股份,德恩精工,中贝通信
83,2023-06-07,优德精密,万润科技,博杰股份,荣晟环保,同为股份,恒为科技,华神科技,远大智能,德恩精工,华脉科技
84,2023-06-08,万润科技,优德精密,荣晟环保,博杰股份,润达医疗,华神科技,禾盛新材,东方通信,华脉科技,同为股份
85,2023-06-09,万润科技,优德精密,博杰股份,润达医疗,荣晟环保,东方通信,鼎捷软件,华神科技,远大智能,德恩精工
86,2023-06-12,万润科技,优德精密,博杰股份,润达医疗,荣晟环保,日盈电子,远大智能,东方通信,华神科技,鼎捷软件
87,2023-06-13,万润科技,优德精密,博杰股份,润达医疗,鼎捷软件,荣晟环保,雷柏科技,远大智能,日盈电子,东方通信
88,2023-06-14,万润科技,优德精密,博杰股份,润达医疗,荣晟环保,鼎捷软件,华研精机,东方通信,吉大正元,日盈电子
89,2023-06-15,万润科技,优德精密,博杰股份,润达医疗,荣晟环保,鼎捷软件,华研精机,雷柏科技,日盈电子,华脉科技
90,2023-06-16,鼎捷软件,万润科技,润达医疗,博杰股份,优德精密,东方通信,雷柏科技,华脉科技,荣晟环保,禾盛新材
91,2023-06-19,鼎捷软件,万润科技,润达医疗,博杰股份,同为股份,日盈电子,东方通信,雷柏科技,华脉科技,吉大正元
92,2023-06-20,鼎捷软件,润达医疗,万润科技,同为股份,苏州固锝,博杰股份,华脉科技,吉大正元,雷柏科技,巨轮智能
93,2023-06-21,鼎捷软件,润达医疗,万润科技,华脉科技,日盈电子,同为股份,苏州固锝,禾盛新材,鑫铂股份,中电电机
94,2023-06-26,鼎捷软件,润达医疗,华脉科技,万润科技,德恩精工,鑫铂股份,苏州固锝,同为股份,日盈电子,禾盛新材
95,2023-06-27,润达医疗,鼎捷软件,华脉科技,同为股份,鑫铂股份,巨轮智能,禾盛新材,东方通信,万润科技,苏州固锝
96,2023-06-28,华脉科技,鼎捷软件,润达医疗,优德精密,同为股份,巨轮智能,东方通信,鑫铂股份,禾盛新材,德恩精工
97,2023-06-29,华脉科技,鼎捷软件,优德精密,润达医疗,同为股份,德恩精工,巨轮智能,鑫铂股份,东方通信,禾盛新材
98,2023-06-30,华脉科技,鼎捷软件,润达医疗,优德精密,巨轮智能,德恩精工,同为股份,鑫铂股份,禾盛新材,东方通信
99,2023-07-03,华脉科技,鼎捷软件,优德精密,润达医疗,巨轮智能,东方通信,禾盛新材,鑫铂股份,同为股份,德恩精工
