,序号,第1名,第2名,第3名,第4名,第5名,第6名,第7名,第8名,第9名,第10名,第11名,第12名,第13名,第14名,第15名,第16名,第17名,第18名,第19名,第20名
10,2023-02-24,中航电测,海天瑞声,鸿博股份,汉王科技,拓尔思,云从科技-UW,通合科技,金冠电气,三六零,初灵信息,智能自控,三变科技,浪潮信息,因赛集团,汤姆猫,赛为智能,迈得医疗,天孚通信,万兴科技,天娱数科
11,2023-02-27,中航电测,海天瑞声,鸿博股份,汉王科技,通合科技,金冠电气,初灵信息,三变科技,浪潮信息,万辰生物,三六零,拓维信息,迈得医疗,美瑞新材,天孚通信,云从科技-UW,汤姆猫,东方锆业,宇通重工,拓尔思
12,2023-02-28,中航电测,海天瑞声,鸿博股份,汉王科技,浪潮信息,万辰生物,通合科技,迈得医疗,金冠电气,三变科技,初灵信息,三六零,拓维信息,拓尔思,汤姆猫,凯龙高科,剑桥科技,昇辉科技,因赛集团,天孚通信
13,2023-03-01,中航电测,海天瑞声,鸿博股份,浪潮信息,汉王科技,万辰生物,金冠电气,三六零,迈得医疗,剑桥科技,三变科技,昆仑万维,九牧王,当虹科技,通合科技,拓维信息,凯龙高科,天孚通信,汤姆猫,因赛集团
14,2023-03-02,中航电测,海天瑞声,鸿博股份,当虹科技,浪潮信息,汤姆猫,剑桥科技,金冠电气,九牧王,三六零,汉王科技,万辰生物,因赛集团,华脉科技,天孚通信,拓维信息,立方数科,拓尔思,万兴科技,迈得医疗
15,2023-03-03,中航电测,鸿博股份,海天瑞声,汤姆猫,金冠电气,剑桥科技,华脉科技,三六零,浪潮信息,当虹科技,拓维信息,立方数科,万辰生物,九牧王,万兴科技,昇辉科技,三变科技,博彦科技,华电重工,迈得医疗
16,2023-03-06,中航电测,鸿博股份,万辰生物,本川智能,汤姆猫,金冠电气,当虹科技,三六零,剑桥科技,退泽达,立方数科,拓维信息,华脉科技,中国卫通,海天瑞声,三变科技,迈得医疗,震有科技,浪潮信息,九牧王
17,2023-03-07,中航电测,万辰生物,退泽达,鸿博股份,汤姆猫,本川智能,三变科技,金冠电气,凯龙高科,拓维信息,退紫晶,中国卫通,中公高科,剑桥科技,九牧王,三六零,迈得医疗,万兴科技,当虹科技,华脉科技
18,2023-03-08,中航电测,万辰生物,退泽达,本川智能,退紫晶,凯龙高科,汤姆猫,鸿博股份,三变科技,新城市,中公高科,剑桥科技,中国卫通,拓维信息,九牧王,金冠电气,当虹科技,华脉科技,震有科技,博睿数据
19,2023-03-09,退泽达,万辰生物,本川智能,中航电测,新城市,退紫晶,凯龙高科,汤姆猫,中公高科,中国卫通,三变科技,金信诺,世嘉科技,震有科技,拓维信息,朗科科技,吉贝尔,容大感光,万兴科技,九牧王
20,2023-03-10,退泽达,本川智能,万辰生物,凯龙高科,新城市,中国卫通,汤姆猫,当虹科技,退紫晶,中公高科,容大感光,中航电测,三变科技,朗科科技,震有科技,金信诺,吉贝尔,蕾奥规划,万兴科技,剑桥科技
21,2023-03-13,退泽达,本川智能,凯龙高科,中国卫通,万辰生物,新城市,汤姆猫,当虹科技,万兴科技,容大感光,中公高科,震有科技,退紫晶,三变科技,金信诺,朗科科技,中国电信,吉贝尔,品高股份,彩讯股份
22,2023-03-14,本川智能,万辰生物,退泽达,中国卫通,凯龙高科,新城市,当虹科技,中公高科,汤姆猫,容大感光,剑桥科技,万兴科技,金信诺,退紫晶,震有科技,中国电信,法尔胜,品高股份,中国卫星,三变科技
23,2023-03-15,本川智能,中国卫通,凯龙高科,万辰生物,中公高科,新城市,退泽达,法尔胜,汤姆猫,容大感光,当虹科技,北方国际,金信诺,剑桥科技,铁科轨道,吉贝尔,震有科技,中国电信,金力泰,铁建重工
24,2023-03-16,万辰生物,本川智能,凯龙高科,中国卫通,退泽达,退紫晶,新城市,当虹科技,北方国际,容大感光,中公高科,法尔胜,剑桥科技,光云科技,九牧王,中润资源,金信诺,铁科轨道,汤姆猫,万兴科技
25,2023-03-17,万辰生物,本川智能,中国卫通,退泽达,凯龙高科,当虹科技,北方国际,光云科技,退紫晶,容大感光,彩讯股份,新城市,蓝色光标,中公高科,中润资源,凌志软件,寒武纪-U,剑桥科技,值得买,立方数科
26,2023-03-20,万辰生物,中国卫通,本川智能,北方国际,凯龙高科,中公高科,中润资源,退泽达,当虹科技,寒武纪-U,剑桥科技,容大感光,光云科技,龙建股份,工业富联,彩讯股份,蓝色光标,博睿数据,凌志软件,晓程科技
27,2023-03-21,万辰生物,凯龙高科,本川智能,当虹科技,光云科技,退泽达,青木股份,中国卫通,剑桥科技,北方国际,中公高科,中润资源,容大感光,寒武纪-U,百纳千成,彩讯股份,值得买,中央商场,返利科技,退紫晶
28,2023-03-22,寒武纪-U,当虹科技,凯龙高科,万辰生物,光云科技,剑桥科技,青木股份,本川智能,退泽达,工业富联,百纳千成,上海电影,值得买,彩讯股份,中国卫通,北方国际,容大感光,中润资源,蓝色光标,太辰光
29,2023-03-23,寒武纪-U,中国卫通,当虹科技,光云科技,工业富联,上海电影,青木股份,退泽达,本川智能,彩讯股份,万辰生物,剑桥科技,太辰光,凯龙高科,北方国际,蓝色光标,大华股份,容大感光,值得买,昆仑万维
30,2023-03-24,寒武纪-U,昆仑万维,工业富联,彩讯股份,蓝色光标,凯龙高科,上海电影,青木股份,光云科技,当虹科技,退泽达,容大感光,盛天网络,本川智能,大华股份,剑桥科技,中国卫通,万辰生物,万兴科技,返利科技
31,2023-03-27,寒武纪-U,光云科技,昆仑万维,青云科技-U,当虹科技,上海电影,工业富联,值得买,创业黑马,返利科技,青木股份,容大感光,剑桥科技,盛天网络,本川智能,万兴科技,福昕软件,凯龙高科,蓝色光标,汤姆猫
32,2023-03-28,寒武纪-U,青云科技-U,光云科技,盛天网络,中文在线,返利科技,本川智能,昆仑万维,上海电影,福昕软件,剑桥科技,成都先导,工业富联,创业黑马,中国卫通,当虹科技,容大感光,易华录,万兴科技,蓝色光标
33,2023-03-29,寒武纪-U,创业黑马,本川智能,青云科技-U,剑桥科技,上海电影,返利科技,光云科技,盛天网络,容大感光,中文在线,工业富联,成都先导,中国卫通,汤姆猫,朗科科技,中际旭创,兆龙互连,金山办公,北方国际
34,2023-03-30,寒武纪-U,创业黑马,朗科科技,上海电影,剑桥科技,中文在线,工业富联,容大感光,青云科技-U,返利科技,盛天网络,昆仑万维,本川智能,光云科技,万辰生物,景嘉微,中际旭创,青木股份,成都先导,三六零
35,2023-03-31,寒武纪-U,上海电影,昆仑万维,中文在线,创业黑马,盛天网络,返利科技,朗科科技,中际旭创,容大感光,同花顺,青云科技-U,云从科技-UW,剑桥科技,光云科技,蓝色光标,金山办公,景嘉微,石基信息,姚记科技
36,2023-04-03,寒武纪-U,昆仑万维,上海电影,同花顺,中文在线,剑桥科技,创业黑马,中际旭创,青云科技-U,云从科技-UW,容大感光,返利科技,新易盛,光云科技,景嘉微,盛天网络,金山办公,蓝色光标,三六零,朗科科技
37,2023-04-04,寒武纪-U,剑桥科技,昆仑万维,新易盛,容大感光,上海电影,返利科技,中际旭创,同花顺,云从科技-UW,久远银海,易华录,三六零,景嘉微,青云科技-U,光云科技,盛天网络,中文在线,金山办公,创业黑马
38,2023-04-06,寒武纪-U,昆仑万维,新易盛,久远银海,剑桥科技,上海电影,云从科技-UW,中际旭创,同花顺,返利科技,工业富联,新五丰,富春股份,景嘉微,兆龙互连,天孚通信,容大感光,美亚柏科,易华录,山大地纬
39,2023-04-07,寒武纪-U,新易盛,久远银海,剑桥科技,昆仑万维,云从科技-UW,中际旭创,上海电影,同花顺,中文在线,神州泰岳,山大地纬,富春股份,福晶科技,景嘉微,盛天网络,返利科技,天孚通信,新五丰,易华录
40,2023-04-10,新易盛,寒武纪-U,剑桥科技,上海电影,久远银海,中际旭创,昆仑万维,中文在线,云从科技-UW,神州泰岳,兆龙互连,金桥信息,同花顺,返利科技,新五丰,盛天网络,姚记科技,富春股份,大华股份,果麦文化
41,2023-04-11,上海电影,新易盛,中文在线,寒武纪-U,剑桥科技,久远银海,中际旭创,果麦文化,兆龙互连,昆仑万维,姚记科技,神州泰岳,金桥信息,盛天网络,博创科技,新华网,同花顺,思特威-W,富春股份,云从科技-UW
42,2023-04-12,上海电影,新易盛,中文在线,昆仑万维,兆龙互连,中际旭创,寒武纪-U,果麦文化,富春股份,剑桥科技,久远银海,神州泰岳,姚记科技,奥飞娱乐,盛天网络,同花顺,云从科技-UW,每日互动,首都在线,金桥信息
43,2023-04-13,上海电影,中文在线,新易盛,兆龙互连,昆仑万维,剑桥科技,奥飞娱乐,中际旭创,盛天网络,果麦文化,姚记科技,富春股份,久远银海,神州泰岳,寒武纪-U,中国科传,金桥信息,百纳千成,博汇科技,云从科技-UW
44,2023-04-14,新易盛,上海电影,中文在线,中际旭创,中国科传,兆龙互连,寒武纪-U,果麦文化,神州泰岳,剑桥科技,昆仑万维,富春股份,姚记科技,奥飞娱乐,盛天网络,百纳千成,曲江文旅,博汇科技,久远银海,同花顺
45,2023-04-17,新易盛,上海电影,中文在线,中际旭创,兆龙互连,剑桥科技,昆仑万维,果麦文化,富春股份,中国科传,姚记科技,神州泰岳,久远银海,寒武纪-U,奥飞娱乐,百纳千成,拓荆科技,卓易信息,健麾信息,同花顺
46,2023-04-18,新易盛,中际旭创,上海电影,果麦文化,中文在线,昆仑万维,兆龙互连,剑桥科技,中国科传,科德教育,卓易信息,久远银海,光库科技,曲江文旅,精测电子,云从科技-UW,朗科科技,奥飞娱乐,汇洲智能,姚记科技
47,2023-04-19,新易盛,中际旭创,上海电影,剑桥科技,中文在线,果麦文化,中国科传,兆龙互连,曲江文旅,卓易信息,昆仑万维,光库科技,科德教育,寒武纪-U,华星创业,精测电子,电魂网络,东田微,拓荆科技,久远银海
48,2023-04-20,新易盛,剑桥科技,上海电影,中国科传,果麦文化,中文在线,中际旭创,卓易信息,兆龙互连,精测电子,电魂网络,科德教育,寒武纪-U,东田微,神州泰岳,华星创业,光库科技,昆仑万维,拓荆科技,中科信息
49,2023-04-21,剑桥科技,中国科传,果麦文化,新易盛,上海电影,精测电子,电魂网络,铁科轨道,中文在线,中科信息,万兴科技,慈文传媒,卓易信息,冰川网络,兆龙互连,科德教育,英杰电气,华星创业,神州泰岳,中际旭创
50,2023-04-24,中国科传,新易盛,剑桥科技,果麦文化,上海电影,电魂网络,东田微,精测电子,中科信息,铁科轨道,卓易信息,慈文传媒,卓然股份,兆龙互连,华星创业,中际旭创,永鼎股份,冰川网络,光库科技,华工科技
51,2023-04-25,中国科传,中科信息,上海电影,电魂网络,果麦文化,铁科轨道,剑桥科技,东田微,精测电子,万兴科技,新易盛,唐德影视,南方传媒,卓然股份,华星创业,科德教育,慈文传媒,神州泰岳,冰川网络,高澜股份
52,2023-04-26,中国科传,中科信息,上海电影,高澜股份,唐德影视,剑桥科技,万兴科技,南方传媒,电魂网络,中石科技,果麦文化,铁科轨道,东田微,神州泰岳,冰川网络,华建集团,新易盛,慈文传媒,精测电子,卓然股份
53,2023-04-27,中国科传,中科信息,上海电影,唐德影视,华建集团,南方传媒,高澜股份,游族网络,万兴科技,华星创业,电魂网络,铁科轨道,果麦文化,拓新药业,精测电子,慈文传媒,剑桥科技,小商品城,新华文轩,艾比森
54,2023-04-28,中科信息,中国科传,唐德影视,果麦文化,万兴科技,上海电影,南方传媒,华建集团,华星创业,铁科轨道,冰川网络,游族网络,昆仑万维,电魂网络,高澜股份,神州泰岳,小商品城,超讯通信,新华文轩,中国出版
55,2023-05-04,中科信息,中国科传,唐德影视,万兴科技,果麦文化,南方传媒,华建集团,上海电影,冰川网络,华星创业,铁科轨道,天舟文化,高澜股份,游族网络,中国出版,新华文轩,剑桥科技,电魂网络,小商品城,掌趣科技
56,2023-05-05,中国科传,中科信息,南方传媒,果麦文化,华建集团,唐德影视,铁科轨道,中国出版,冰川网络,上海电影,万兴科技,华星创业,小商品城,世纪天鸿,游族网络,焦点科技,科德教育,天舟文化,长江传媒,中船科技
57,2023-05-08,中科信息,中国科传,南方传媒,中国出版,唐德影视,华建集团,冰川网络,万兴科技,世纪天鸿,焦点科技,科德教育,长江传媒,上海电影,果麦文化,中船科技,天舟文化,超讯通信,佳发教育,方直科技,铁科轨道
58,2023-05-09,中科信息,中国科传,中国出版,万兴科技,南方传媒,华建集团,焦点科技,唐德影视,冰川网络,中船科技,果麦文化,世纪天鸿,天舟文化,长江传媒,方直科技,超讯通信,奥飞娱乐,中信出版,佳发教育,游族网络
59,2023-05-10,中国出版,中科信息,中国科传,南方传媒,万兴科技,冰川网络,中船科技,焦点科技,世纪天鸿,华建集团,唐德影视,天舟文化,小商品城,思美传媒,果麦文化,超讯通信,长江传媒,中信出版,铁科轨道,华星创业
60,2023-05-11,世纪天鸿,中国出版,中科信息,唐德影视,中国科传,南方传媒,万兴科技,焦点科技,冰川网络,华建集团,天舟文化,佳发教育,超讯通信,科德教育,中船科技,国新文化,华星创业,祥生医疗,长江传媒,铁科轨道
61,2023-05-12,世纪天鸿,中科信息,中国出版,南方传媒,中国科传,万兴科技,超讯通信,唐德影视,焦点科技,赛诺医疗,佳发教育,华建集团,国新文化,祥生医疗,科德教育,华星创业,上海港湾,中船科技,中视传媒,长江传媒
62,2023-05-15,世纪天鸿,中科信息,中国出版,中国科传,南方传媒,超讯通信,赛诺医疗,佳发教育,中船科技,中视传媒,唐德影视,华建集团,万兴科技,焦点科技,双杰电气,学大教育,铁科轨道,金冠电气,金龙汽车,英可瑞
63,2023-05-16,中科信息,英可瑞,超讯通信,世纪天鸿,中国出版,万胜智能,赛诺医疗,中国科传,双杰电气,中视传媒,金石亚药,南方传媒,拓新药业,佳发教育,中船汉光,万兴科技,铁科轨道,金冠电气,焦点科技,中船科技
64,2023-05-17,万胜智能,英可瑞,中科信息,焦点科技,超讯通信,中国出版,中船汉光,南方传媒,铁科轨道,万兴科技,双杰电气,赛诺医疗,金石亚药,拓新药业,中船科技,朗玛信息,世纪天鸿,鸿博股份,中视传媒,兴齐眼药
65,2023-05-18,中科信息,南方传媒,焦点科技,中国出版,英可瑞,超讯通信,中船汉光,万胜智能,万兴科技,世纪天鸿,冰川网络,日播时尚,赛诺医疗,中船科技,鸿博股份,朗玛信息,唐德影视,杭州热电,中际旭创,中国科传
66,2023-05-19,中国出版,英可瑞,超讯通信,中科信息,万胜智能,南方传媒,日播时尚,中船汉光,杭州热电,焦点科技,紫天科技,冰川网络,朗玛信息,鸿博股份,赛诺医疗,中船科技,唐德影视,中国科传,拓新药业,金石亚药
67,2023-05-22,日播时尚,万胜智能,杭州热电,中国出版,迦南智能,英可瑞,紫天科技,中船汉光,超讯通信,中船科技,优德精密,南方传媒,鸿博股份,冰川网络,世纪天鸿,中科信息,宝明科技,拓新药业,赛诺医疗,广深铁路
68,2023-05-23,日播时尚,杭州热电,万胜智能,拓新药业,优德精密,紫天科技,迦南智能,英可瑞,中国出版,中船汉光,中船科技,世纪天鸿,宝明科技,冰川网络,太极集团,焦点科技,赛诺医疗,金石亚药,超讯通信,鸿博股份
69,2023-05-24,日播时尚,杭州热电,万胜智能,百胜智能,世纪天鸿,宝明科技,迈赫股份,鸿博股份,紫天科技,优德精密,焦点科技,迦南智能,赛诺医疗,睿能科技,新联电子,桂东电力,学大教育,英可瑞,中船汉光,赛摩智能
70,2023-05-25,日播时尚,杭州热电,百胜智能,宝明科技,万胜智能,睿能科技,鸿博股份,中科信息,赛诺医疗,新联电子,迦南智能,桂东电力,中船汉光,英可瑞,迈赫股份,帝科股份,融发核电,优德精密,腾亚精工,金桥信息
71,2023-05-26,杭州热电,日播时尚,百胜智能,睿能科技,宝明科技,金冠股份,赛诺医疗,英可瑞,鸿博股份,新联电子,金桥信息,迦南智能,中船汉光,紫天科技,学大教育,金百泽,万胜智能,通合科技,朗玛信息,优德精密
72,2023-05-29,杭州热电,日播时尚,百胜智能,睿能科技,金百泽,学大教育,金桥信息,鸿博股份,宝明科技,中船汉光,赛诺医疗,迦南智能,紫天科技,柯力传感,朗玛信息,金冠股份,桂东电力,英可瑞,万胜智能,惠城环保
73,2023-05-30,杭州热电,日播时尚,金百泽,睿能科技,金桥信息,百胜智能,紫天科技,鸿博股份,学大教育,桂东电力,冠昊生物,朗玛信息,宝明科技,金冠股份,英可瑞,冰川网络,中船汉光,柯力传感,迦南智能,创业黑马
74,2023-05-31,杭州热电,日播时尚,睿能科技,鸿博股份,金百泽,金桥信息,百胜智能,中船汉光,紫天科技,爱朋医疗,奥比中光-UW,宝明科技,朗玛信息,冠昊生物,桂东电力,英可瑞,创新医疗,创业黑马,双象股份,学大教育
75,2023-06-01,杭州热电,日播时尚,睿能科技,金桥信息,鸿博股份,奥比中光-UW,百胜智能,中船汉光,金百泽,朗玛信息,双象股份,创新医疗,新致软件,胜宏科技,天瑞仪器,创业黑马,紫天科技,万胜智能,宝明科技,力鼎光电
76,2023-06-02,杭州热电,日播时尚,奥比中光-UW,百胜智能,金桥信息,睿能科技,紫天科技,金百泽,创新医疗,新致软件,天地在线,英可瑞,中船汉光,东田微,万胜智能,双象股份,鸿博股份,胜宏科技,宝明科技,力鼎光电
77,2023-06-05,杭州热电,日播时尚,紫天科技,百胜智能,奥比中光-UW,创新医疗,金百泽,双象股份,力鼎光电,英可瑞,睿能科技,迦南智能,冠石科技,铭普光磁,东田微,惠城环保,万胜智能,鸿博股份,新致软件,金桥信息
78,2023-06-06,杭州热电,日播时尚,利通电子,紫天科技,铭普光磁,金桥信息,创新医疗,睿能科技,鸿博股份,百胜智能,力鼎光电,英可瑞,惠城环保,冠石科技,金百泽,兆龙互连,迦南智能,双象股份,奥比中光-UW,金冠股份
79,2023-06-07,杭州热电,日播时尚,铭普光磁,鸿博股份,东田微,创新医疗,利通电子,紫天科技,金桥信息,亚康股份,百胜智能,兆龙互连,金百泽,奥比中光-UW,睿能科技,力鼎光电,惠城环保,冠石科技,迦南智能,新致软件
80,2023-06-08,日播时尚,杭州热电,铭普光磁,鸿博股份,东田微,金桥信息,金百泽,奥比中光-UW,百胜智能,创新医疗,亚康股份,南凌科技,紫天科技,兆龙互连,恒信东方,睿能科技,威龙股份,迦南智能,惠城环保,上海物贸
81,2023-06-09,日播时尚,铭普光磁,杭州热电,东田微,鸿博股份,金桥信息,金百泽,百胜智能,亚康股份,奥比中光-UW,紫天科技,睿能科技,兆龙互连,太辰光,创新医疗,恒信东方,上海物贸,天禄科技,威龙股份,京投发展
82,2023-06-12,铭普光磁,日播时尚,东田微,杭州热电,金桥信息,鸿博股份,亚康股份,百胜智能,金百泽,上海物贸,兆龙互连,睿能科技,奥比中光-UW,威龙股份,太辰光,天孚通信,拓维信息,南凌科技,紫天科技,恒信东方
83,2023-06-13,亚康股份,铭普光磁,金桥信息,东田微,鸿博股份,上海物贸,太辰光,杭州热电,日播时尚,百胜智能,兆龙互连,天孚通信,威龙股份,金百泽,睿能科技,奥比中光-UW,拓维信息,紫天科技,新致软件,鸥玛软件
84,2023-06-14,铭普光磁,亚康股份,太辰光,天孚通信,金桥信息,兆龙互连,东田微,上海物贸,紫天科技,威龙股份,鸿博股份,金百泽,鸥玛软件,睿能科技,人民网,中际旭创,奥比中光-UW,胜宏科技,百胜智能,新致软件
85,2023-06-15,铭普光磁,亚康股份,威龙股份,太辰光,人民网,兆龙互连,紫天科技,上海物贸,睿能科技,百胜智能,金桥信息,鸿博股份,鸥玛软件,金百泽,天孚通信,东田微,恒信东方,杭州热电,柯力传感,创业黑马
86,2023-06-16,铭普光磁,太辰光,亚康股份,天孚通信,威龙股份,人民网,兆龙互连,光库科技,金百泽,百胜智能,华西股份,上海物贸,东田微,鸥玛软件,中际旭创,腾景科技,云赛智联,鸿博股份,利通电子,富信科技
87,2023-06-19,太辰光,铭普光磁,兆龙互连,天孚通信,亚康股份,光库科技,富信科技,威龙股份,华西股份,鼎通科技,人民网,金百泽,鸥玛软件,中际旭创,新致软件,金桥信息,东田微,云赛智联,腾景科技,工业富联
88,2023-06-20,太辰光,兆龙互连,铭普光磁,天孚通信,华西股份,富信科技,鼎通科技,亚康股份,光库科技,中际旭创,新致软件,金百泽,人民网,东田微,云赛智联,鸥玛软件,威龙股份,鸿博股份,鼎捷软件,光迅科技
89,2023-06-21,太辰光,铭普光磁,华西股份,威龙股份,鼎通科技,亚康股份,富信科技,天孚通信,中际旭创,东田微,人民网,鸿博股份,鼎捷软件,云赛智联,鸥玛软件,金百泽,拓维信息,腾景科技,兆龙互连,上海物贸
90,2023-06-26,太辰光,华西股份,铭普光磁,威龙股份,亚康股份,东田微,人民网,上海物贸,鼎通科技,步科股份,富信科技,新时达,云赛智联,鼎捷软件,腾景科技,中际旭创,光库科技,鸥玛软件,兆龙互连,赛力斯
91,2023-06-27,东田微,华西股份,铭普光磁,太辰光,鼎通科技,云赛智联,人民网,南方精工,威龙股份,富信科技,亚康股份,中马传动,中际旭创,松发股份,弘信电子,上海物贸,腾景科技,新时达,润达医疗,中大力德
92,2023-06-28,华西股份,东田微,中马传动,铭普光磁,南方精工,威龙股份,亚康股份,华脉科技,步科股份,中大力德,新时达,太辰光,人民网,上海物贸,深南电A,鼎通科技,云赛智联,富信科技,松发股份,腾景科技
93,2023-06-29,中马传动,华西股份,铭普光磁,华脉科技,威龙股份,南方精工,步科股份,鼎捷软件,太辰光,鼎通科技,新时达,深南电A,东田微,优德精密,有方科技,上海物贸,人民网,昊志机电,亚康股份,松发股份
94,2023-06-30,中马传动,华脉科技,太辰光,华西股份,昊志机电,南方精工,威龙股份,铭普光磁,东田微,步科股份,鼎通科技,新时达,鼎捷软件,中大力德,亚康股份,润达医疗,腾景科技,上海物贸,深南电A,富信科技
95,2023-07-03,中马传动,昊志机电,华西股份,南方精工,华脉科技,鼎捷软件,太辰光,鼎通科技,威龙股份,步科股份,优德精密,深南电A,新时达,铭普光磁,东田微,襄阳轴承,赛力斯,林州重机,亚康股份,润达医疗
96,2023-07-04,昊志机电,中马传动,优德精密,南方精工,步科股份,林州重机,华西股份,鼎通科技,太辰光,新时达,鼎捷软件,德迈仕,襄阳轴承,赛力斯,浙江世宝,上海物贸,东田微,华脉科技,铭普光磁,威龙股份
97,2023-07-05,昊志机电,林州重机,中马传动,德迈仕,华西股份,优德精密,浙江世宝,太辰光,赛力斯,南方精工,新时达,鼎捷软件,步科股份,鼎通科技,飞龙股份,润达医疗,光智科技,东田微,威龙股份,富信科技
98,2023-07-06,德迈仕,昊志机电,中马传动,浙江世宝,华西股份,步科股份,优德精密,赛力斯,新时达,林州重机,鼎通科技,太辰光,光智科技,鼎捷软件,飞龙股份,东田微,富信科技,拓维信息,云南锗业,中大力德
99,2023-07-07,优德精密,浙江世宝,德迈仕,昊志机电,华西股份,中马传动,赛力斯,鼎通科技,步科股份,新时达,云南锗业,光智科技,鼎捷软件,太辰光,林州重机,深南电A,德恩精工,英联股份,恒帅股份,共进股份
