,序号,第1名,第2名,第3名,第4名,第5名,第6名,第7名,第8名,第9名,第10名
19,2023-01-19,金证股份,英威腾,科大讯飞,泽宇智能,通润装备,格林达,京东方A,拓尔思,金桥信息,中国平安
20,2023-01-20,英威腾,金证股份,泽宇智能,通润装备,拓尔思,京东方A,格林达,东旭蓝天,迈赫股份,金桥信息
21,2023-01-30,英威腾,拓尔思,赛为智能,通润装备,金证股份,远大智能,科大讯飞,泽宇智能,睿能科技,京东方A
22,2023-01-31,赛为智能,英威腾,拓尔思,金证股份,科大讯飞,通润装备,泽宇智能,远大智能,湘潭电化,东旭蓝天
23,2023-02-01,赛为智能,拓尔思,英威腾,赛摩智能,金证股份,科大讯飞,泽宇智能,远大智能,通润装备,湘潭电化
24,2023-02-02,赛为智能,拓尔思,英威腾,赛摩智能,金证股份,科大讯飞,昆仑万维,远大智能,迈赫股份,泽宇智能
25,2023-02-03,赛为智能,拓尔思,英威腾,天娱数科,赛摩智能,科大讯飞,昆仑万维,金证股份,泽宇智能,远大智能
26,2023-02-06,赛为智能,拓尔思,英威腾,科大讯飞,天娱数科,昆仑万维,赛摩智能,中科信息,泽宇智能,金证股份
27,2023-02-07,赛为智能,拓尔思,天娱数科,昆仑万维,英威腾,科大讯飞,迈赫股份,鸿博股份,赛摩智能,中科信息
28,2023-02-08,赛为智能,拓尔思,天娱数科,昆仑万维,鸿博股份,英威腾,科大讯飞,三六零,迈赫股份,赛摩智能
29,2023-02-09,赛为智能,鸿博股份,拓尔思,昆仑万维,天娱数科,三六零,科大讯飞,英威腾,剑桥科技,浪潮信息
30,2023-02-10,赛为智能,鸿博股份,拓尔思,天娱数科,昆仑万维,科大讯飞,三六零,剑桥科技,英威腾,浪潮信息
31,2023-02-13,鸿博股份,拓尔思,赛为智能,昆仑万维,天娱数科,三六零,科大讯飞,浪潮信息,剑桥科技,英威腾
32,2023-02-14,鸿博股份,拓尔思,赛为智能,昆仑万维,天娱数科,三六零,浪潮信息,科大讯飞,剑桥科技,英威腾
33,2023-02-15,鸿博股份,拓尔思,赛为智能,昆仑万维,三六零,天娱数科,浪潮信息,科大讯飞,剑桥科技,朗科科技
34,2023-02-16,鸿博股份,拓尔思,昆仑万维,赛为智能,天娱数科,浪潮信息,三六零,科大讯飞,天马股份,剑桥科技
35,2023-02-17,鸿博股份,拓尔思,赛为智能,天娱数科,浪潮信息,昆仑万维,三六零,科大讯飞,天马股份,剑桥科技
36,2023-02-20,鸿博股份,拓尔思,赛为智能,天娱数科,昆仑万维,浪潮信息,三六零,科大讯飞,冰川网络,剑桥科技
37,2023-02-21,鸿博股份,赛为智能,三六零,拓尔思,天娱数科,昆仑万维,浪潮信息,科大讯飞,朗科科技,剑桥科技
38,2023-02-22,鸿博股份,拓尔思,赛为智能,三六零,浪潮信息,昆仑万维,天娱数科,科大讯飞,朗科科技,剑桥科技
39,2023-02-23,鸿博股份,拓尔思,赛为智能,三六零,天娱数科,浪潮信息,昆仑万维,剑桥科技,天马股份,冰川网络
40,2023-02-24,鸿博股份,拓尔思,三六零,浪潮信息,赛为智能,天娱数科,昆仑万维,剑桥科技,冰川网络,朗科科技
41,2023-02-27,鸿博股份,浪潮信息,三六零,拓尔思,剑桥科技,昆仑万维,天娱数科,赛为智能,朗科科技,冰川网络
42,2023-02-28,鸿博股份,浪潮信息,三六零,拓尔思,剑桥科技,天娱数科,昆仑万维,特一药业,中科信息,冰川网络
43,2023-03-01,鸿博股份,浪潮信息,三六零,剑桥科技,昆仑万维,拓尔思,天娱数科,特一药业,朗科科技,冰川网络
44,2023-03-02,鸿博股份,浪潮信息,剑桥科技,三六零,拓尔思,昆仑万维,天娱数科,冰川网络,金桥信息,特一药业
45,2023-03-03,鸿博股份,剑桥科技,三六零,浪潮信息,昆仑万维,拓尔思,特一药业,冰川网络,朗科科技,中国科传
46,2023-03-06,鸿博股份,三六零,剑桥科技,浪潮信息,朗科科技,中船科技,中国科传,昆仑万维,特一药业,冰川网络
47,2023-03-07,鸿博股份,剑桥科技,三六零,浪潮信息,中国科传,金桥信息,朗科科技,拓尔思,中船科技,特一药业
48,2023-03-08,鸿博股份,剑桥科技,朗科科技,浪潮信息,三六零,金桥信息,中船科技,中国科传,冰川网络,特一药业
49,2023-03-09,朗科科技,容大感光,剑桥科技,鸿博股份,特一药业,金桥信息,拓尔思,冰川网络,中国科传,三六零
50,2023-03-10,容大感光,朗科科技,剑桥科技,特一药业,冰川网络,金桥信息,泽宇智能,三六零,亚联发展,漫步者
51,2023-03-13,容大感光,朗科科技,剑桥科技,特一药业,三六零,金桥信息,冰川网络,漫步者,泽宇智能,中船科技
52,2023-03-14,容大感光,剑桥科技,朗科科技,金桥信息,三六零,冰川网络,中船科技,漫步者,蓝色光标,特一药业
53,2023-03-15,容大感光,剑桥科技,朗科科技,中船科技,金桥信息,中油资本,冰川网络,特一药业,漫步者,蓝色光标
54,2023-03-16,容大感光,剑桥科技,蓝色光标,朗科科技,中油资本,中船科技,中芯国际,泽宇智能,亚联发展,三六零
55,2023-03-17,容大感光,蓝色光标,剑桥科技,三六零,朗科科技,中油资本,中芯国际,漫步者,昆仑万维,中船科技
56,2023-03-20,剑桥科技,容大感光,蓝色光标,三六零,朗科科技,漫步者,中芯国际,中油资本,芯瑞达,中船科技
57,2023-03-21,剑桥科技,容大感光,蓝色光标,昆仑万维,朗科科技,漫步者,中芯国际,中船科技,三六零,中油资本
58,2023-03-22,剑桥科技,容大感光,蓝色光标,昆仑万维,漫步者,中际旭创,三六零,朗科科技,金桥信息,中芯国际
59,2023-03-23,剑桥科技,蓝色光标,容大感光,昆仑万维,中际旭创,金桥信息,漫步者,朗科科技,三六零,拓尔思
60,2023-03-24,昆仑万维,蓝色光标,容大感光,剑桥科技,中际旭创,漫步者,三六零,金桥信息,朗科科技,全志科技
61,2023-03-27,昆仑万维,容大感光,剑桥科技,蓝色光标,三六零,漫步者,中际旭创,金桥信息,全志科技,拓尔思
62,2023-03-28,昆仑万维,剑桥科技,容大感光,蓝色光标,三六零,中际旭创,漫步者,朗科科技,金桥信息,中国科传
63,2023-03-29,剑桥科技,容大感光,朗科科技,中际旭创,昆仑万维,三六零,蓝色光标,漫步者,中国科传,金桥信息
64,2023-03-30,朗科科技,剑桥科技,容大感光,昆仑万维,中际旭创,三六零,蓝色光标,漫步者,金桥信息,格林达
65,2023-03-31,昆仑万维,朗科科技,容大感光,中际旭创,剑桥科技,蓝色光标,金桥信息,三六零,漫步者,美亚柏科
66,2023-04-03,昆仑万维,剑桥科技,中际旭创,容大感光,蓝色光标,三六零,朗科科技,漫步者,金桥信息,美亚柏科
67,2023-04-04,剑桥科技,昆仑万维,容大感光,中际旭创,三六零,美亚柏科,漫步者,朗科科技,蓝色光标,深科技
68,2023-04-06,昆仑万维,剑桥科技,中际旭创,容大感光,美亚柏科,三六零,全志科技,漫步者,深科技,蓝色光标
69,2023-04-07,剑桥科技,昆仑万维,中际旭创,三六零,漫步者,美亚柏科,金桥信息,全志科技,深科技,蓝色光标
70,2023-04-10,剑桥科技,中际旭创,昆仑万维,金桥信息,深科技,三六零,全志科技,天马股份,美亚柏科,中芯国际
71,2023-04-11,剑桥科技,中际旭创,昆仑万维,金桥信息,美亚柏科,深科技,天马股份,全志科技,朗科科技,中国科传
72,2023-04-12,昆仑万维,中际旭创,剑桥科技,金桥信息,天马股份,冰川网络,美亚柏科,中国科传,全志科技,深科技
73,2023-04-13,昆仑万维,剑桥科技,中际旭创,中国科传,金桥信息,冰川网络,美亚柏科,朗科科技,天马股份,全志科技
74,2023-04-14,中际旭创,中国科传,剑桥科技,昆仑万维,冰川网络,金桥信息,美亚柏科,漫步者,电魂网络,朗科科技
75,2023-04-17,中际旭创,剑桥科技,昆仑万维,中国科传,朗科科技,金桥信息,深科技,冰川网络,美亚柏科,漫步者
76,2023-04-18,中际旭创,昆仑万维,剑桥科技,中国科传,光库科技,朗科科技,天马股份,美亚柏科,金桥信息,电魂网络
77,2023-04-19,中际旭创,剑桥科技,中国科传,昆仑万维,光库科技,电魂网络,天马股份,美亚柏科,朗科科技,中科信息
78,2023-04-20,剑桥科技,中国科传,中际旭创,电魂网络,光库科技,昆仑万维,中科信息,深科技,美亚柏科,朗科科技
79,2023-04-21,剑桥科技,中国科传,电魂网络,中科信息,冰川网络,中际旭创,昆仑万维,光库科技,南方传媒,深科技
80,2023-04-24,中国科传,剑桥科技,电魂网络,中科信息,中际旭创,冰川网络,光库科技,南方传媒,昆仑万维,朗科科技
81,2023-04-25,中国科传,中科信息,电魂网络,剑桥科技,南方传媒,冰川网络,中际旭创,昆仑万维,光库科技,朗科科技
82,2023-04-26,中国科传,中科信息,剑桥科技,南方传媒,电魂网络,冰川网络,昆仑万维,中际旭创,光库科技,金证股份
83,2023-04-27,中国科传,中科信息,南方传媒,电魂网络,剑桥科技,昆仑万维,冰川网络,中际旭创,中船科技,蓝色光标
84,2023-04-28,中科信息,中国科传,南方传媒,冰川网络,昆仑万维,电魂网络,剑桥科技,中际旭创,蓝色光标,中船科技
85,2023-05-04,中科信息,中国科传,南方传媒,冰川网络,剑桥科技,电魂网络,中船科技,漫步者,蓝色光标,昆仑万维
86,2023-05-05,中国科传,中科信息,南方传媒,冰川网络,中船科技,电魂网络,剑桥科技,蓝色光标,漫步者,昆仑万维
87,2023-05-08,中科信息,中国科传,南方传媒,冰川网络,中船科技,电魂网络,蓝色光标,鸿博股份,昆仑万维,漫步者
88,2023-05-09,中科信息,中国科传,南方传媒,冰川网络,中船科技,电魂网络,蓝色光标,鸿博股份,剑桥科技,漫步者
89,2023-05-10,中科信息,中国科传,南方传媒,冰川网络,中船科技,鸿博股份,蓝色光标,电魂网络,中油资本,日播时尚
90,2023-05-11,中科信息,中国科传,南方传媒,冰川网络,中船科技,蓝色光标,电魂网络,昆仑万维,鸿博股份,漫步者
91,2023-05-12,中科信息,南方传媒,中国科传,中船科技,冰川网络,蓝色光标,鸿博股份,漫步者,日播时尚,剑桥科技
92,2023-05-15,中科信息,中国科传,南方传媒,中船科技,鸿博股份,蓝色光标,漫步者,宝明科技,冰川网络,剑桥科技
93,2023-05-16,中科信息,中国科传,南方传媒,中船科技,宝明科技,鸿博股份,日播时尚,杭州热电,蓝色光标,芯瑞达
94,2023-05-17,中科信息,南方传媒,中船科技,鸿博股份,日播时尚,杭州热电,中国科传,宝明科技,蓝色光标,冰川网络
95,2023-05-18,中科信息,南方传媒,冰川网络,日播时尚,中船科技,鸿博股份,杭州热电,中际旭创,中国科传,机器人
96,2023-05-19,中科信息,南方传媒,日播时尚,杭州热电,冰川网络,鸿博股份,中船科技,中国科传,宝明科技,机器人
97,2023-05-22,日播时尚,杭州热电,中船科技,南方传媒,鸿博股份,冰川网络,中科信息,宝明科技,中国科传,机器人
98,2023-05-23,日播时尚,杭州热电,中船科技,宝明科技,冰川网络,鸿博股份,迈赫股份,百胜智能,南方传媒,机器人
99,2023-05-24,日播时尚,杭州热电,百胜智能,宝明科技,迈赫股份,鸿博股份,睿能科技,桂东电力,赛摩智能,中科信息
